,lmp_value,time,hour,day,month,summary,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windBearing,cloudCover,visibility
0,30.56196,2016-01-01 07:00:00,7,4,1,5,0.0,0.0,36.78,33.1,32.47,0.84,1020.18,4.53,111.0,0.0,9.69
1,32.26382,2016-01-01 08:00:00,8,4,1,5,0.0,0.0,39.36,34.56,33.89,0.81,1020.67,6.69,112.0,0.0,9.59
2,30.84944,2016-01-01 09:00:00,9,4,1,5,0.0,0.0,46.7,43.65,35.51,0.65,1021.0,6.16,119.0,0.01,9.61
3,30.71027,2016-01-01 10:00:00,10,4,1,5,0.0,0.0,52.42,52.42,35.37,0.52,1021.58,3.27,105.0,0.0,9.8
4,28.87975,2016-01-01 11:00:00,11,4,1,5,0.0,0.0,55.66,55.66,37.79,0.51,1021.44,1.78,339.0,0.17,9.92
5,29.17903,2016-01-01 12:00:00,12,4,1,5,0.0,0.0,58.14,58.14,37.45,0.46,1020.57,0.81,182.0,0.0,10.0
6,30.42619,2016-01-01 13:00:00,13,4,1,5,0.0,0.0,59.05,59.05,37.3,0.44,1019.87,4.1,264.0,0.17,10.0
7,31.87953,2016-01-01 14:00:00,14,4,1,5,0.0,0.0,58.85,58.85,37.16,0.44,1019.15,2.36,273.0,0.22,10.0
8,30.91695,2016-01-01 15:00:00,15,4,1,5,0.0,0.0,58.39,58.39,35.15,0.42,1019.04,5.62,223.0,0.0,10.0
9,28.09859,2016-01-01 16:00:00,16,4,1,2,0.0,0.0,56.62,56.62,38.22,0.5,1019.12,4.73,300.0,0.68,10.0
10,25.70607,2016-01-01 17:00:00,17,4,1,5,0.0,0.0,53.76,53.76,40.64,0.61,1019.06,4.13,332.0,0.0,10.0
11,23.63367,2016-01-01 18:00:00,18,4,1,5,0.0,0.0,52.19,52.19,41.23,0.66,1019.32,1.79,281.0,0.0,10.0
12,21.30628,2016-01-01 19:00:00,19,4,1,5,0.0,0.0,50.11,50.11,41.62,0.73,1019.72,1.53,33.0,0.0,10.0
13,20.03922,2016-01-01 20:00:00,20,4,1,5,0.0,0.0,47.61,47.61,41.14,0.78,1019.89,1.28,124.0,0.04,9.51
14,20.10044,2016-01-01 21:00:00,21,4,1,5,0.0,0.0,46.3,46.3,40.15,0.79,1020.08,1.98,113.0,0.0,9.51
15,20.87603,2016-01-01 22:00:00,22,4,1,5,0.0,0.0,46.19,46.19,39.92,0.79,1020.29,2.19,133.0,0.0,8.64
16,24.36102,2016-01-01 23:00:00,23,4,1,5,0.0,0.0,46.38,46.38,40.1,0.79,1020.18,2.24,88.0,0.0,10.0
17,33.51656,2016-01-02 00:00:00,0,5,1,5,0.0,0.0,46.08,46.08,40.36,0.8,1019.99,1.59,74.0,0.0,10.0
18,45.80249,2016-01-02 01:00:00,1,5,1,5,0.0,0.0,46.52,46.52,39.82,0.77,1019.66,2.45,81.0,0.0,10.0
19,47.0985,2016-01-02 02:00:00,2,5,1,5,0.0,0.0,45.69,45.69,39.92,0.8,1019.53,2.64,115.0,0.0,9.96
20,45.53646,2016-01-02 03:00:00,3,5,1,5,0.0,0.0,43.98,42.29,39.03,0.83,1019.31,3.58,97.0,0.01,10.0
21,42.21761,2016-01-02 04:00:00,4,5,1,5,0.0,0.0,43.42,40.75,38.35,0.82,1018.88,4.66,103.0,0.04,10.0
22,38.11994,2016-01-02 05:00:00,5,5,1,5,0.0,0.0,43.05,40.79,37.67,0.81,1018.64,4.05,97.0,0.04,10.0
23,35.05691,2016-01-02 06:00:00,6,5,1,5,0.0,0.0,42.25,40.74,36.74,0.81,1018.44,3.15,87.0,0.0,10.0
24,30.98602,2016-01-02 07:00:00,7,5,1,5,0.0,0.0,43.11,41.68,37.35,0.8,1018.58,3.18,152.0,0.0,10.0
25,30.93987,2016-01-02 08:00:00,8,5,1,5,0.0,0.0,44.66,42.61,37.47,0.76,1018.91,4.1,113.0,0.0,10.0
26,29.9271,2016-01-02 09:00:00,9,5,1,5,0.0,0.0,47.83,46.36,39.15,0.72,1018.89,4.01,134.0,0.0,10.0
27,28.8717,2016-01-02 10:00:00,10,5,1,12,0.0,0.0,52.43,52.43,36.99,0.56,1019.27,4.78,135.0,0.51,10.0
28,28.88777,2016-01-02 11:00:00,11,5,1,5,0.0,0.0,57.77,57.77,33.51,0.4,1018.73,5.48,104.0,0.13,10.0
29,30.13073,2016-01-02 12:00:00,12,5,1,5,0.0,0.0,59.64,59.64,31.04,0.34,1017.78,7.69,159.0,0.19,10.0
30,30.51149,2016-01-02 13:00:00,13,5,1,5,0.0,0.0,61.14,61.14,29.37,0.3,1016.74,8.75,172.0,0.02,10.0
31,30.85515,2016-01-02 14:00:00,14,5,1,5,0.0,0.0,60.69,60.69,33.22,0.35,1016.09,11.15,173.0,0.0,10.0
32,30.65548,2016-01-02 15:00:00,15,5,1,5,0.0,0.0,59.74,59.74,37.86,0.44,1016.2,9.78,183.0,0.08,10.0
33,28.0448,2016-01-02 16:00:00,16,5,1,12,0.0,0.0,58.16,58.16,42.15,0.55,1015.99,7.21,195.0,0.51,10.0
34,25.05,2016-01-02 17:00:00,17,5,1,5,0.0,0.0,56.73,56.73,44.05,0.62,1016.16,8.14,183.0,0.13,10.0
35,24.64222,2016-01-02 18:00:00,18,5,1,5,0.0,0.0,55.37,55.37,44.17,0.66,1016.38,7.06,167.0,0.05,10.0
36,24.62219,2016-01-02 19:00:00,19,5,1,5,0.0,0.0,52.8,52.8,44.0,0.72,1016.33,6.54,160.0,0.06,10.0
37,21.48047,2016-01-02 20:00:00,20,5,1,5,0.0,0.0,51.82,51.82,44.65,0.76,1016.42,4.88,168.0,0.01,10.0
38,19.77531,2016-01-02 21:00:00,21,5,1,5,0.0,0.0,52.09,52.09,44.79,0.76,1016.99,7.83,168.0,0.11,10.0
39,23.10667,2016-01-02 22:00:00,22,5,1,5,0.0,0.0,51.79,51.79,45.2,0.78,1017.08,4.95,121.0,0.04,10.0
40,24.31779,2016-01-02 23:00:00,23,5,1,5,0.0,0.0,50.68,50.68,44.67,0.8,1016.73,6.54,149.0,0.04,9.51
41,33.47938,2016-01-03 00:00:00,0,6,1,5,0.0,0.0,50.8,50.8,44.46,0.79,1016.54,5.86,120.0,0.03,10.0
42,44.65787,2016-01-03 01:00:00,1,6,1,5,0.0,0.0,49.61,46.17,44.35,0.82,1015.98,8.33,126.0,0.0,10.0
43,45.44131,2016-01-03 02:00:00,2,6,1,5,0.0,0.0,48.78,46.23,44.17,0.84,1015.67,5.98,136.0,0.01,10.0
44,40.78815,2016-01-03 03:00:00,3,6,1,5,0.0,0.0,49.46,46.95,44.49,0.83,1015.41,6.14,132.0,0.0,10.0
45,40.00466,2016-01-03 04:00:00,4,6,1,5,0.0,0.0,48.83,45.53,43.72,0.82,1014.93,7.55,120.0,0.05,10.0
46,36.47032,2016-01-03 05:00:00,5,6,1,5,0.0,0.0,50.0,46.79,44.11,0.8,1014.01,7.94,123.0,0.01,10.0
47,34.26625,2016-01-03 06:00:00,6,6,1,5,0.0,0.0,49.22,46.62,43.44,0.8,1013.77,6.24,124.0,0.22,10.0
48,31.12712,2016-01-03 07:00:00,7,6,1,5,0.0,0.0,49.57,46.13,44.08,0.81,1013.78,8.28,144.0,0.0,10.0
49,27.8274,2016-01-03 08:00:00,8,6,1,5,0.0,0.0,48.92,44.25,43.47,0.81,1013.81,11.37,150.0,0.0,10.0
50,26.15023,2016-01-03 09:00:00,9,6,1,5,0.0,0.0,53.38,53.38,44.42,0.72,1014.3,6.82,145.0,0.1,10.0
51,27.00535,2016-01-03 10:00:00,10,6,1,2,0.0,0.0,56.3,56.3,44.12,0.64,1013.96,6.86,124.0,0.8,10.0
52,27.35459,2016-01-03 11:00:00,11,6,1,10,0.0,0.0,59.44,59.44,42.74,0.54,1013.27,15.45,147.0,0.18,10.0
53,28.13747,2016-01-03 12:00:00,12,6,1,10,0.0,0.0,60.36,60.36,42.33,0.51,1011.76,18.0,145.0,0.12,10.0
54,29.29331,2016-01-03 13:00:00,13,6,1,5,0.0,0.0,60.94,60.94,40.58,0.47,1010.38,18.25,153.0,0.13,10.0
55,30.62065,2016-01-03 14:00:00,14,6,1,5,0.0,0.0,61.65,61.65,40.25,0.45,1009.51,13.94,147.0,0.0,10.0
56,29.91651,2016-01-03 15:00:00,15,6,1,5,0.0,0.0,61.11,61.11,40.92,0.47,1009.04,18.6,140.0,0.02,10.0
57,26.85615,2016-01-03 16:00:00,16,6,1,2,0.0,0.0,60.25,60.25,41.61,0.5,1008.98,14.61,143.0,0.79,10.0
58,25.65341,2016-01-03 17:00:00,17,6,1,5,0.0,0.0,59.84,59.84,42.9,0.53,1009.0,11.21,141.0,0.22,10.0
59,24.36357,2016-01-03 18:00:00,18,6,1,5,0.0,0.0,58.31,58.31,43.98,0.59,1008.83,13.46,134.0,0.15,10.0
60,24.33229,2016-01-03 19:00:00,19,6,1,5,0.0,0.0,58.64,58.64,44.25,0.59,1008.81,14.59,138.0,0.19,9.77
61,20.59723,2016-01-03 20:00:00,20,6,1,12,0.0,0.0,57.84,57.84,44.97,0.62,1009.1,10.66,128.0,0.31,9.9
62,20.43679,2016-01-03 21:00:00,21,6,1,12,0.0,0.0,57.81,57.81,44.99,0.62,1009.09,11.59,129.0,0.29,10.0
63,23.68145,2016-01-03 22:00:00,22,6,1,2,0.0,0.0,57.93,57.93,45.07,0.62,1008.77,10.52,137.0,0.75,10.0
64,25.6087,2016-01-03 23:00:00,23,6,1,12,0.0,0.0,57.37,57.37,44.88,0.63,1008.83,8.03,138.0,0.31,10.0
65,33.23438,2016-01-04 00:00:00,0,0,1,12,0.0,0.0,57.43,57.43,45.21,0.64,1008.46,7.57,141.0,0.31,10.0
66,44.33395,2016-01-04 01:00:00,1,0,1,5,0.0,0.0,56.51,56.51,44.88,0.65,1008.18,6.77,126.0,0.0,10.0
67,45.41797,2016-01-04 02:00:00,2,0,1,5,0.0,0.0,55.33,55.33,45.93,0.71,1008.1,7.26,125.0,0.0,10.0
68,42.48144,2016-01-04 03:00:00,3,0,1,5,0.0,0.0,54.66,54.66,47.83,0.78,1008.07,5.98,119.0,0.0,10.0
69,40.86643,2016-01-04 04:00:00,4,0,1,6,0.0,0.0,53.67,53.67,48.23,0.82,1007.63,3.21,90.0,1.0,9.9
70,37.43706,2016-01-04 05:00:00,5,0,1,5,0.0,0.0,52.89,52.89,48.22,0.84,1007.8,3.2,94.0,0.0,10.0
71,33.60341,2016-01-04 06:00:00,6,0,1,5,0.0004,0.04,52.77,52.77,49.16,0.87,1008.14,2.62,108.0,0.0,10.0
72,29.60125,2016-01-04 07:00:00,7,0,1,5,0.0,0.0,52.94,52.94,48.85,0.86,1008.66,2.59,101.0,0.0,10.0
73,25.46925,2016-01-04 08:00:00,8,0,1,5,0.0,0.0,53.24,53.24,49.93,0.89,1009.2,1.65,69.0,0.0,10.0
74,24.69803,2016-01-04 09:00:00,9,0,1,5,0.0004,0.04,54.76,54.76,49.64,0.83,1009.76,1.68,157.0,0.0,9.96
75,24.0746,2016-01-04 10:00:00,10,0,1,6,0.0,0.0,55.88,55.88,48.28,0.76,1010.28,1.02,144.0,1.0,10.0
76,24.24391,2016-01-04 11:00:00,11,0,1,5,0.0,0.0,58.78,58.78,47.54,0.66,1010.38,2.05,100.0,0.0,10.0
77,25.70153,2016-01-04 12:00:00,12,0,1,5,0.0,0.0,61.12,61.12,44.82,0.55,1009.45,5.23,205.0,0.0,10.0
78,29.6705,2016-01-04 13:00:00,13,0,1,5,0.0,0.0,61.01,61.01,46.62,0.59,1009.11,5.09,245.0,0.0,10.0
79,36.02813,2016-01-04 14:00:00,14,0,1,5,0.0,0.0,60.23,60.23,48.95,0.66,1009.24,4.94,223.0,0.0,9.64
80,39.44969,2016-01-04 15:00:00,15,0,1,5,0.0,0.0,60.49,60.49,49.46,0.67,1009.25,5.89,233.0,0.0,10.0
81,34.14065,2016-01-04 16:00:00,16,0,1,6,0.0,0.0,59.73,59.73,48.05,0.65,1009.3,4.62,188.0,0.95,10.0
82,32.33716,2016-01-04 17:00:00,17,0,1,5,0.0,0.0,58.71,58.71,49.09,0.7,1009.23,3.66,149.0,0.0,10.0
83,30.22787,2016-01-04 18:00:00,18,0,1,12,0.0,0.0,56.09,56.09,49.0,0.77,1009.72,2.51,189.0,0.31,9.31
84,30.06439,2016-01-04 19:00:00,19,0,1,5,0.0,0.0,54.19,54.19,49.48,0.84,1009.79,3.31,151.0,0.23,9.77
85,28.68542,2016-01-04 20:00:00,20,0,1,12,0.0,0.0,53.41,53.41,48.71,0.84,1010.16,3.39,165.0,0.31,10.0
86,27.52592,2016-01-04 21:00:00,21,0,1,12,0.0,0.0,53.88,53.88,48.12,0.81,1010.2,5.47,152.0,0.31,10.0
87,29.38361,2016-01-04 22:00:00,22,0,1,2,0.0,0.0,53.9,53.9,48.03,0.8,1010.27,7.04,132.0,0.88,10.0
88,30.14642,2016-01-04 23:00:00,23,0,1,12,0.0,0.0,54.12,54.12,48.21,0.8,1010.07,6.47,142.0,0.31,10.0
89,35.5192,2016-01-05 00:00:00,0,1,1,5,0.0,0.0,55.95,55.95,47.69,0.74,1009.61,9.13,142.0,0.0,9.31
90,50.02562,2016-01-05 01:00:00,1,1,1,7,0.0276,0.9,55.47,55.47,48.72,0.78,1008.69,11.54,136.0,0.0,9.96
91,44.56696,2016-01-05 02:00:00,2,1,1,5,0.0036,0.23,55.74,55.74,48.49,0.77,1008.33,10.76,144.0,0.0,10.0
92,41.78493,2016-01-05 03:00:00,3,1,1,5,0.0033,0.18,55.3,55.3,48.26,0.77,1008.17,9.69,152.0,0.0,9.23
93,40.02817,2016-01-05 04:00:00,4,1,1,11,0.0256,0.23,55.41,55.41,49.36,0.8,1006.99,14.5,136.0,1.0,9.67
94,36.21943,2016-01-05 05:00:00,5,1,1,10,0.0246,0.24,55.45,55.45,50.29,0.83,1005.97,16.33,133.0,0.0,8.97
95,32.30672,2016-01-05 06:00:00,6,1,1,17,0.068,1.0,55.26,55.26,51.78,0.88,1005.6,16.11,143.0,0.0,5.95
96,28.80571,2016-01-05 07:00:00,7,1,1,9,0.1511,1.0,55.49,55.49,52.48,0.9,1006.1,10.47,156.0,0.0,4.2
97,24.79584,2016-01-05 08:00:00,8,1,1,9,0.0719,1.0,55.85,55.85,53.12,0.91,1006.44,9.88,162.0,0.0,4.64
98,23.9908,2016-01-05 09:00:00,9,1,1,9,0.095,0.96,57.51,57.51,54.71,0.9,1007.18,9.83,267.0,0.0,9.07
99,23.10113,2016-01-05 10:00:00,10,1,1,6,0.0004,0.04,57.7,57.7,52.89,0.84,1008.36,12.98,264.0,1.0,9.14
100,22.25024,2016-01-05 11:00:00,11,1,1,7,0.0381,0.9,56.61,56.61,51.85,0.84,1008.74,8.02,283.0,0.31,8.1
101,23.75889,2016-01-05 12:00:00,12,1,1,7,0.0307,0.83,55.81,55.81,52.24,0.88,1008.37,11.07,250.0,0.0,4.77
102,28.51368,2016-01-05 13:00:00,13,1,1,9,0.0631,0.7,55.59,55.59,51.47,0.86,1008.29,9.16,274.0,0.0,5.59
103,33.57571,2016-01-05 14:00:00,14,1,1,12,0.0102,0.16,56.33,56.33,50.96,0.82,1008.42,16.84,288.0,0.31,9.63
104,36.85927,2016-01-05 15:00:00,15,1,1,5,0.0095,0.68,55.42,55.42,49.66,0.81,1009.13,14.71,292.0,0.0,9.84
105,33.74427,2016-01-05 16:00:00,16,1,1,2,0.004,0.23,55.41,55.41,49.74,0.81,1009.83,13.6,295.0,0.69,9.2
106,32.10211,2016-01-05 17:00:00,17,1,1,12,0.005,0.3,54.47,54.47,48.77,0.81,1010.57,10.5,303.0,0.31,8.06
107,30.3253,2016-01-05 18:00:00,18,1,1,12,0.003,0.1,52.2,52.2,47.82,0.85,1011.54,7.49,307.0,0.31,10.0
108,30.18236,2016-01-05 19:00:00,19,1,1,12,0.0,0.0,52.97,52.97,48.38,0.84,1011.94,4.14,326.0,0.31,8.37
109,28.87468,2016-01-05 20:00:00,20,1,1,12,0.0,0.0,51.77,51.77,48.31,0.88,1012.64,3.01,264.0,0.3,9.9
110,27.77997,2016-01-05 21:00:00,21,1,1,12,0.0,0.0,51.74,51.74,48.55,0.89,1013.65,2.72,253.0,0.25,9.28
111,29.76774,2016-01-05 22:00:00,22,1,1,2,0.0,0.0,51.29,51.29,49.05,0.92,1014.45,2.21,324.0,0.61,9.51
112,29.86293,2016-01-05 23:00:00,23,1,1,5,0.0017,0.09,50.64,50.64,48.43,0.92,1014.56,1.83,265.0,0.18,10.0
113,34.45749,2016-01-06 00:00:00,0,2,1,5,0.0,0.0,49.37,49.37,47.33,0.93,1014.3,0.79,110.0,0.09,10.0
114,46.19021,2016-01-06 01:00:00,1,2,1,5,0.0,0.0,49.13,49.13,47.13,0.93,1013.71,2.95,133.0,0.21,9.8
115,42.43187,2016-01-06 02:00:00,2,2,1,5,0.0,0.0,49.58,47.77,47.67,0.93,1013.67,4.92,162.0,0.1,10.0
116,38.27275,2016-01-06 03:00:00,3,2,1,12,0.0,0.0,49.24,46.91,47.46,0.94,1013.59,5.72,147.0,0.3,10.0
117,36.73102,2016-01-06 04:00:00,4,2,1,2,0.0,0.0,50.39,50.39,47.46,0.9,1012.51,9.6,132.0,0.66,10.0
118,33.37156,2016-01-06 05:00:00,5,2,1,5,0.0,0.0,51.0,51.0,48.17,0.9,1011.81,10.76,145.0,0.0,9.61
119,30.19619,2016-01-06 06:00:00,6,2,1,5,0.0088,0.4,51.69,51.69,48.33,0.88,1011.3,12.72,142.0,0.0,9.46
120,27.36487,2016-01-06 07:00:00,7,2,1,17,0.0824,1.0,52.14,52.14,49.33,0.9,1010.69,15.03,157.0,0.0,3.32
121,24.63701,2016-01-06 08:00:00,8,2,1,9,0.1461,0.91,53.55,53.55,50.55,0.9,1011.41,10.49,206.0,0.0,7.06
122,23.6339,2016-01-06 09:00:00,9,2,1,9,0.0803,0.16,54.61,54.61,49.14,0.82,1011.8,7.12,215.0,0.31,9.72
123,22.42804,2016-01-06 10:00:00,10,2,1,2,0.0182,0.12,56.48,56.48,51.37,0.83,1012.53,6.93,227.0,0.68,7.81
124,22.53449,2016-01-06 11:00:00,11,2,1,5,0.0056,0.12,56.81,56.81,48.32,0.73,1011.69,10.19,221.0,0.0,9.56
125,24.19583,2016-01-06 12:00:00,12,2,1,7,0.0383,1.0,53.3,53.3,45.68,0.75,1011.2,13.48,243.0,0.0,5.55
126,29.15388,2016-01-06 13:00:00,13,2,1,12,0.015,0.87,53.93,53.93,46.47,0.76,1010.15,8.24,210.0,0.31,9.77
127,34.96296,2016-01-06 14:00:00,14,2,1,12,0.0044,0.1,54.3,54.3,45.59,0.72,1009.47,8.83,200.0,0.31,9.56
128,38.98762,2016-01-06 15:00:00,15,2,1,5,0.0207,0.27,53.89,53.89,46.26,0.75,1009.47,12.92,214.0,0.19,9.19
129,34.59279,2016-01-06 16:00:00,16,2,1,2,0.0104,0.09,52.29,52.29,45.62,0.78,1009.91,8.2,218.0,0.81,8.11
130,32.31094,2016-01-06 17:00:00,17,2,1,11,0.0269,0.15,51.48,51.48,46.33,0.82,1010.18,4.48,206.0,0.31,9.31
131,30.62646,2016-01-06 18:00:00,18,2,1,9,0.0656,0.71,49.98,48.48,45.83,0.86,1010.55,4.55,302.0,0.0,6.91
132,30.66198,2016-01-06 19:00:00,19,2,1,12,0.0103,0.21,49.37,48.86,46.33,0.89,1010.68,3.13,165.0,0.31,8.99
133,29.1318,2016-01-06 20:00:00,20,2,1,7,0.0326,0.86,50.01,50.01,47.05,0.89,1010.96,5.41,185.0,0.0,8.43
134,29.95467,2016-01-06 21:00:00,21,2,1,5,0.0096,0.09,50.1,50.1,46.51,0.87,1011.06,5.02,160.0,0.0,9.73
135,29.59559,2016-01-06 22:00:00,22,2,1,2,0.0034,0.17,50.27,50.27,47.18,0.89,1011.04,3.34,176.0,0.8,9.82
136,31.41706,2016-01-06 23:00:00,23,2,1,9,0.0552,0.9,50.4,50.4,47.41,0.89,1011.34,6.91,209.0,0.0,5.72
137,35.31513,2016-01-07 00:00:00,0,3,1,12,0.0164,0.96,49.54,48.93,46.45,0.89,1011.0,3.25,228.0,0.31,9.75
138,50.51994,2016-01-07 01:00:00,1,3,1,9,0.0762,0.69,49.77,48.35,46.35,0.88,1010.69,4.36,263.0,0.31,6.98
139,43.77909,2016-01-07 02:00:00,2,3,1,7,0.0438,1.0,48.47,45.06,44.92,0.87,1010.95,7.63,284.0,0.31,8.62
140,39.15763,2016-01-07 03:00:00,3,3,1,9,0.0765,0.87,47.84,46.93,45.12,0.9,1011.26,3.33,299.0,0.31,8.06
141,37.40841,2016-01-07 04:00:00,4,3,1,2,0.0195,0.66,46.98,46.98,44.72,0.92,1011.17,0.79,310.0,0.69,9.77
142,34.30345,2016-01-07 05:00:00,5,3,1,7,0.0256,0.88,47.27,47.27,44.96,0.92,1011.47,1.42,88.0,0.31,9.35
143,31.61422,2016-01-07 06:00:00,6,3,1,5,0.0194,0.85,46.86,46.86,44.82,0.93,1012.13,1.97,108.0,0.0,9.53
144,28.40361,2016-01-07 07:00:00,7,3,1,7,0.0388,0.81,47.25,45.99,45.43,0.93,1012.87,3.64,17.0,0.31,5.96
145,25.29627,2016-01-07 08:00:00,8,3,1,7,0.0281,0.92,47.15,45.23,45.07,0.92,1013.77,4.48,346.0,0.31,9.35
146,25.08613,2016-01-07 09:00:00,9,3,1,5,0.0106,0.77,48.43,48.43,45.8,0.91,1014.52,1.14,95.0,0.17,10.0
147,24.21713,2016-01-07 10:00:00,10,3,1,12,0.0,0.0,50.96,50.96,46.48,0.85,1015.09,0.82,226.0,0.25,10.0
148,23.99202,2016-01-07 11:00:00,11,3,1,12,0.0,0.0,53.01,53.01,45.51,0.76,1015.47,5.51,327.0,0.29,9.9
149,24.69039,2016-01-07 12:00:00,12,3,1,12,0.0,0.0,53.87,53.87,45.07,0.72,1014.67,8.09,320.0,0.31,10.0
150,29.61972,2016-01-07 13:00:00,13,3,1,5,0.0,0.0,54.45,54.45,46.04,0.73,1014.22,9.19,308.0,0.0,9.65
151,33.92459,2016-01-07 14:00:00,14,3,1,12,0.0,0.0,55.81,55.81,45.78,0.69,1013.92,11.35,306.0,0.31,10.0
152,37.23051,2016-01-07 15:00:00,15,3,1,5,0.0,0.0,55.48,55.48,46.13,0.71,1014.25,13.92,308.0,0.21,10.0
153,33.67287,2016-01-07 16:00:00,16,3,1,12,0.0,0.0,54.63,54.63,46.16,0.73,1014.63,15.3,311.0,0.54,10.0
154,30.91573,2016-01-07 17:00:00,17,3,1,12,0.0052,0.52,53.78,53.78,47.02,0.78,1015.03,13.78,315.0,0.31,8.85
155,29.68588,2016-01-07 18:00:00,18,3,1,12,0.0021,0.21,53.29,53.29,47.27,0.8,1015.36,9.91,327.0,0.31,10.0
156,29.282,2016-01-07 19:00:00,19,3,1,5,0.001,0.1,51.74,51.74,47.34,0.85,1015.94,12.92,322.0,0.22,8.85
157,28.05392,2016-01-07 20:00:00,20,3,1,5,0.0011,0.11,52.24,52.24,47.27,0.83,1016.48,11.68,321.0,0.13,9.31
158,28.18387,2016-01-07 21:00:00,21,3,1,5,0.0,0.0,50.83,50.83,46.91,0.86,1016.94,10.41,323.0,0.22,10.0
159,27.7781,2016-01-07 22:00:00,22,3,1,5,0.0,0.0,50.03,50.03,46.26,0.87,1017.03,9.02,339.0,0.23,9.77
160,29.48763,2016-01-07 23:00:00,23,3,1,5,0.0,0.0,48.02,46.82,45.37,0.9,1016.94,3.71,346.0,0.0,8.27
161,33.89918,2016-01-08 00:00:00,0,4,1,5,0.0,0.0,46.51,43.34,43.2,0.88,1016.94,6.31,352.0,0.04,8.01
162,46.06325,2016-01-08 01:00:00,1,4,1,5,0.0,0.0,45.45,42.05,42.59,0.9,1016.89,6.35,353.0,0.05,7.21
163,43.33812,2016-01-08 02:00:00,2,4,1,5,0.0,0.0,44.87,41.84,41.88,0.89,1017.06,5.54,358.0,0.0,8.83
164,38.98389,2016-01-08 03:00:00,3,4,1,5,0.0,0.0,44.03,41.59,41.46,0.91,1017.18,4.48,357.0,0.0,10.0
165,37.05011,2016-01-08 04:00:00,4,4,1,5,0.0,0.0,42.84,42.84,40.73,0.92,1017.1,3.0,47.0,0.0,8.64
166,34.25469,2016-01-08 05:00:00,5,4,1,5,0.0,0.0,42.68,42.68,40.47,0.92,1017.47,1.66,354.0,0.0,10.0
167,32.34049,2016-01-08 06:00:00,6,4,1,5,0.0,0.0,42.22,40.81,40.19,0.92,1017.84,3.06,38.0,0.0,9.67
168,28.67065,2016-01-08 07:00:00,7,4,1,5,0.0,0.0,42.27,38.84,39.54,0.9,1018.04,5.41,40.0,0.09,9.69
169,26.12561,2016-01-08 08:00:00,8,4,1,5,0.0,0.0,43.21,40.98,41.21,0.93,1018.17,4.06,35.0,0.07,9.69
170,25.42837,2016-01-08 09:00:00,9,4,1,5,0.0,0.0,48.24,46.55,44.44,0.87,1018.76,4.39,6.0,0.07,9.65
171,24.71573,2016-01-08 10:00:00,10,4,1,5,0.0,0.0,51.39,51.39,42.91,0.73,1019.82,4.71,328.0,0.21,9.76
172,25.10156,2016-01-08 11:00:00,11,4,1,5,0.0,0.0,54.77,54.77,42.41,0.63,1019.57,6.17,316.0,0.24,10.0
173,25.76492,2016-01-08 12:00:00,12,4,1,5,0.0,0.0,56.77,56.77,40.85,0.55,1018.66,7.29,1.0,0.24,10.0
174,29.91703,2016-01-08 13:00:00,13,4,1,12,0.0,0.0,58.28,58.28,40.21,0.51,1018.74,8.73,321.0,0.25,10.0
175,34.50964,2016-01-08 14:00:00,14,4,1,5,0.0,0.0,58.1,58.1,41.32,0.54,1018.64,9.69,298.0,0.19,10.0
176,36.27147,2016-01-08 15:00:00,15,4,1,5,0.0,0.0,56.53,56.53,43.3,0.61,1018.88,12.38,296.0,0.0,10.0
177,31.2761,2016-01-08 16:00:00,16,4,1,12,0.0,0.0,55.41,55.41,43.83,0.65,1018.96,8.84,325.0,0.46,10.0
178,28.64407,2016-01-08 17:00:00,17,4,1,5,0.0,0.0,54.15,54.15,44.58,0.7,1019.15,6.81,330.0,0.0,10.0
179,27.7159,2016-01-08 18:00:00,18,4,1,5,0.0,0.0,52.48,52.48,44.91,0.75,1019.23,5.75,343.0,0.0,9.9
180,27.63967,2016-01-08 19:00:00,19,4,1,5,0.0,0.0,50.98,50.98,45.23,0.81,1019.51,3.47,334.0,0.04,9.77
181,26.25447,2016-01-08 20:00:00,20,4,1,5,0.0,0.0,50.71,50.71,44.67,0.8,1019.75,4.26,330.0,0.0,9.65
182,26.13205,2016-01-08 21:00:00,21,4,1,5,0.0,0.0,49.68,48.32,43.98,0.81,1020.43,4.26,353.0,0.0,8.81
183,27.82171,2016-01-08 22:00:00,22,4,1,5,0.0,0.0,49.28,48.41,44.41,0.83,1020.57,3.52,2.0,0.0,8.54
184,29.93157,2016-01-08 23:00:00,23,4,1,5,0.0,0.0,47.45,47.45,43.43,0.86,1020.61,0.61,34.0,0.04,9.51
185,34.29728,2016-01-09 00:00:00,0,5,1,5,0.0,0.0,47.78,47.78,43.1,0.84,1020.73,2.53,114.0,0.0,9.96
186,52.54092,2016-01-09 01:00:00,1,5,1,5,0.0,0.0,47.55,47.55,44.0,0.87,1020.49,2.46,133.0,0.05,9.92
187,45.38537,2016-01-09 02:00:00,2,5,1,12,0.0,0.0,47.71,46.5,42.97,0.84,1020.83,3.65,106.0,0.25,9.96
188,41.46714,2016-01-09 03:00:00,3,5,1,12,0.0,0.0,48.17,48.17,43.48,0.84,1021.24,2.79,125.0,0.31,9.96
189,39.00077,2016-01-09 04:00:00,4,5,1,6,0.0,0.0,48.09,45.73,43.58,0.84,1020.99,5.4,113.0,1.0,9.96
