,lmp_value,time,hour,day,month,summary,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windBearing,cloudCover,visibility
806,22.40977,2016-02-03 21:00:00,21,2,2,5,0.0,0.0,49.6,46.68,44.75,0.83,1029.43,7.05,331.0,0.0,9.77
807,23.07467,2016-02-03 22:00:00,22,2,2,5,0.0,0.0,48.18,45.74,44.35,0.87,1029.95,5.56,343.0,0.04,9.77
808,25.77125,2016-02-03 23:00:00,23,2,2,5,0.0,0.0,46.16,46.16,42.4,0.87,1029.96,1.59,43.0,0.0,9.41
809,29.0945,2016-02-04 00:00:00,0,3,2,5,0.0,0.0,44.88,43.54,42.74,0.92,1029.85,3.34,37.0,0.0,8.81
810,41.05405,2016-02-04 01:00:00,1,3,2,5,0.0,0.0,45.03,42.27,42.53,0.91,1029.37,5.15,13.0,0.0,9.41
811,52.0923,2016-02-04 02:00:00,2,3,2,5,0.0,0.0,43.27,43.27,40.88,0.91,1029.27,2.9,47.0,0.0,9.62
812,43.73156,2016-02-04 03:00:00,3,3,2,5,0.0,0.0,43.08,39.86,40.5,0.91,1028.97,5.33,15.0,0.0,9.32
813,39.41294,2016-02-04 04:00:00,4,3,2,5,0.0,0.0,42.66,38.69,39.93,0.9,1028.34,6.39,32.0,0.0,9.73
814,32.31923,2016-02-04 05:00:00,5,3,2,5,0.0,0.0,41.89,37.81,39.0,0.89,1028.38,6.32,23.0,0.0,9.73
815,30.08338,2016-02-04 06:00:00,6,3,2,5,0.0,0.0,42.75,41.16,38.23,0.84,1028.09,3.3,44.0,0.0,9.77
816,27.52613,2016-02-04 07:00:00,7,3,2,5,0.0,0.0,42.55,39.93,37.84,0.83,1028.4,4.4,37.0,0.04,9.92
817,26.62906,2016-02-04 08:00:00,8,3,2,5,0.0,0.0,43.84,42.62,39.06,0.83,1028.52,3.08,110.0,0.0,9.18
818,25.06865,2016-02-04 09:00:00,9,3,2,5,0.0,0.0,50.55,50.55,41.2,0.7,1028.5,4.14,44.0,0.0,10.0
819,24.09792,2016-02-04 10:00:00,10,3,2,5,0.0,0.0,54.81,54.81,37.01,0.51,1028.71,4.31,6.0,0.0,10.0
820,24.37039,2016-02-04 11:00:00,11,3,2,5,0.0,0.0,58.98,58.98,36.81,0.44,1028.73,5.35,325.0,0.21,10.0
821,26.46727,2016-02-04 12:00:00,12,3,2,5,0.0,0.0,60.96,60.96,36.7,0.4,1027.98,8.51,311.0,0.04,10.0
822,30.64943,2016-02-04 13:00:00,13,3,2,5,0.0,0.0,63.34,63.34,37.77,0.39,1026.89,9.11,314.0,0.04,10.0
823,38.69515,2016-02-04 14:00:00,14,3,2,5,0.0,0.0,64.5,64.5,38.34,0.38,1026.04,9.17,316.0,0.04,10.0
824,39.6049,2016-02-04 15:00:00,15,3,2,5,0.0,0.0,65.59,65.59,37.2,0.35,1025.55,7.68,356.0,0.21,10.0
825,27.87507,2016-02-04 16:00:00,16,3,2,5,0.0,0.0,64.21,64.21,39.68,0.4,1025.42,9.98,335.0,0.21,10.0
826,24.33771,2016-02-04 17:00:00,17,3,2,5,0.0,0.0,59.11,59.11,46.46,0.63,1025.6,9.68,317.0,0.21,10.0
827,21.48935,2016-02-04 18:00:00,18,3,2,5,0.0,0.0,57.44,57.44,41.72,0.56,1025.65,8.39,340.0,0.0,10.0
828,20.67907,2016-02-04 19:00:00,19,3,2,5,0.0,0.0,54.93,54.93,42.18,0.62,1026.06,8.2,331.0,0.0,9.77
829,19.52713,2016-02-04 20:00:00,20,3,2,5,0.0,0.0,54.72,54.72,39.71,0.57,1026.36,8.22,2.0,0.0,9.58
830,20.06842,2016-02-04 21:00:00,21,3,2,5,0.0,0.0,53.36,53.36,37.74,0.55,1026.37,8.17,10.0,0.0,10.0
831,21.80993,2016-02-04 22:00:00,22,3,2,5,0.0,0.0,49.76,49.76,39.33,0.67,1026.42,1.61,292.0,0.0,10.0
832,24.04537,2016-02-04 23:00:00,23,3,2,5,0.0,0.0,48.02,47.02,39.3,0.72,1026.44,3.46,38.0,0.0,9.92
833,28.31181,2016-02-05 00:00:00,0,4,2,5,0.0,0.0,46.41,45.18,39.17,0.76,1026.37,3.46,84.0,0.0,9.92
834,39.33975,2016-02-05 01:00:00,1,4,2,5,0.0,0.0,45.6,45.6,39.03,0.78,1026.15,2.39,112.0,0.0,9.81
835,48.05251,2016-02-05 02:00:00,2,4,2,5,0.0,0.0,44.99,44.99,39.0,0.79,1026.47,2.07,111.0,0.0,9.84
836,40.57843,2016-02-05 03:00:00,3,4,2,5,0.0,0.0,44.84,42.79,38.69,0.79,1026.74,4.14,51.0,0.0,9.76
837,36.89697,2016-02-05 04:00:00,4,4,2,5,0.0,0.0,44.27,42.12,38.14,0.79,1026.83,4.16,31.0,0.0,9.8
838,31.11155,2016-02-05 05:00:00,5,4,2,5,0.0,0.0,43.68,40.9,38.0,0.8,1026.93,4.85,37.0,0.0,9.73
839,30.01482,2016-02-05 06:00:00,6,4,2,5,0.0,0.0,43.51,43.51,37.41,0.79,1027.07,2.89,118.0,0.0,9.59
840,28.00455,2016-02-05 07:00:00,7,4,2,5,0.0,0.0,42.85,42.85,36.96,0.8,1027.72,2.46,40.0,0.04,9.67
841,26.05187,2016-02-05 08:00:00,8,4,2,5,0.0,0.0,45.91,44.27,39.91,0.79,1028.12,3.85,74.0,0.04,9.72
842,24.21054,2016-02-05 09:00:00,9,4,2,5,0.0,0.0,52.63,52.63,41.56,0.66,1028.13,3.54,63.0,0.04,9.8
843,23.06607,2016-02-05 10:00:00,10,4,2,5,0.0,0.0,57.67,57.67,39.16,0.5,1028.24,2.81,96.0,0.04,10.0
844,23.40308,2016-02-05 11:00:00,11,4,2,5,0.0,0.0,61.82,61.82,36.75,0.39,1028.36,2.53,112.0,0.04,10.0
845,25.17968,2016-02-05 12:00:00,12,4,2,5,0.0,0.0,64.77,64.77,37.85,0.37,1028.08,1.76,298.0,0.04,10.0
846,28.79515,2016-02-05 13:00:00,13,4,2,5,0.0,0.0,66.96,66.96,35.48,0.31,1027.34,2.5,299.0,0.04,10.0
847,34.84342,2016-02-05 14:00:00,14,4,2,5,0.0,0.0,67.61,67.61,39.08,0.35,1026.97,4.88,305.0,0.04,10.0
848,36.10542,2016-02-05 15:00:00,15,4,2,5,0.0,0.0,66.58,66.58,40.34,0.38,1026.64,5.09,297.0,0.21,10.0
849,27.09643,2016-02-05 16:00:00,16,4,2,5,0.0,0.0,64.89,64.89,42.06,0.43,1026.25,5.76,286.0,0.04,10.0
850,24.49218,2016-02-05 17:00:00,17,4,2,5,0.0,0.0,59.79,59.79,43.98,0.56,1026.34,5.97,309.0,0.21,10.0
851,22.68765,2016-02-05 18:00:00,18,4,2,5,0.0,0.0,55.33,55.33,46.8,0.73,1026.76,5.05,322.0,0.17,9.51
852,21.76991,2016-02-05 19:00:00,19,4,2,5,0.0,0.0,53.72,53.72,45.95,0.75,1026.96,1.92,11.0,0.0,10.0
853,19.4361,2016-02-05 20:00:00,20,4,2,5,0.0,0.0,51.37,51.37,44.91,0.78,1027.23,0.93,160.0,0.0,10.0
854,19.32657,2016-02-05 21:00:00,21,4,2,5,0.0,0.0,49.44,49.44,43.74,0.81,1027.49,2.33,83.0,0.0,9.96
855,20.60041,2016-02-05 22:00:00,22,4,2,5,0.0,0.0,47.86,46.07,43.02,0.83,1027.86,4.45,12.0,0.0,9.96
856,23.39197,2016-02-05 23:00:00,23,4,2,5,0.0,0.0,46.78,46.78,42.34,0.84,1028.04,2.97,77.0,0.0,10.0
857,27.45254,2016-02-06 00:00:00,0,5,2,5,0.0,0.0,46.0,44.92,41.12,0.83,1027.85,3.24,90.0,0.0,9.92
858,36.14705,2016-02-06 01:00:00,1,5,2,5,0.0,0.0,46.42,46.42,41.31,0.82,1027.8,2.04,54.0,0.0,9.84
859,41.09514,2016-02-06 02:00:00,2,5,2,5,0.0,0.0,44.99,44.99,40.15,0.83,1027.11,1.79,111.0,0.0,9.84
860,36.36647,2016-02-06 03:00:00,3,5,2,5,0.0,0.0,45.03,43.6,39.7,0.81,1026.34,3.47,74.0,0.0,9.84
861,34.32004,2016-02-06 04:00:00,4,5,2,5,0.0,0.0,44.84,43.62,39.85,0.83,1026.07,3.22,81.0,0.0,9.84
862,29.76103,2016-02-06 05:00:00,5,5,2,5,0.0,0.0,44.29,42.5,38.32,0.79,1026.1,3.74,91.0,0.0,9.96
863,29.07232,2016-02-06 06:00:00,6,5,2,5,0.0,0.0,44.27,44.27,38.56,0.8,1026.33,2.57,101.0,0.0,9.92
864,27.86073,2016-02-06 07:00:00,7,5,2,5,0.0,0.0,44.42,42.58,38.57,0.8,1026.38,3.82,131.0,0.0,9.73
865,27.3721,2016-02-06 08:00:00,8,5,2,5,0.0,0.0,48.58,45.82,40.68,0.74,1026.75,6.3,44.0,0.04,9.92
866,26.43361,2016-02-06 09:00:00,9,5,2,5,0.0,0.0,55.09,55.09,42.23,0.62,1026.91,4.31,49.0,0.04,10.0
867,24.09991,2016-02-06 10:00:00,10,5,2,5,0.0,0.0,60.28,60.28,40.88,0.49,1026.99,4.58,54.0,0.04,10.0
868,23.40603,2016-02-06 11:00:00,11,5,2,5,0.0,0.0,65.94,65.94,39.71,0.38,1026.62,4.33,15.0,0.0,10.0
869,24.30582,2016-02-06 12:00:00,12,5,2,5,0.0,0.0,70.75,70.75,35.05,0.27,1025.54,4.85,49.0,0.0,10.0
870,26.18401,2016-02-06 13:00:00,13,5,2,5,0.0,0.0,72.45,72.45,34.56,0.25,1024.12,7.98,3.0,0.0,10.0
871,26.63839,2016-02-06 14:00:00,14,5,2,5,0.0,0.0,72.74,72.74,35.89,0.26,1023.16,6.59,359.0,0.0,10.0
872,26.47687,2016-02-06 15:00:00,15,5,2,5,0.0,0.0,72.59,72.59,35.1,0.25,1022.62,9.31,2.0,0.0,10.0
873,23.31487,2016-02-06 16:00:00,16,5,2,5,0.0,0.0,72.11,72.11,34.19,0.25,1022.33,9.01,9.0,0.0,9.9
874,21.43265,2016-02-06 17:00:00,17,5,2,5,0.0,0.0,68.78,68.78,35.85,0.3,1022.39,9.59,0.0,0.0,9.9
875,17.99963,2016-02-06 18:00:00,18,5,2,5,0.0,0.0,65.31,65.31,33.33,0.3,1022.52,8.56,8.0,0.0,10.0
876,16.10693,2016-02-06 19:00:00,19,5,2,5,0.0,0.0,63.44,63.44,33.67,0.33,1022.74,7.29,11.0,0.0,10.0
877,15.03596,2016-02-06 20:00:00,20,5,2,5,0.0,0.0,60.81,60.81,35.57,0.39,1023.05,6.45,37.0,0.0,10.0
878,15.45897,2016-02-06 21:00:00,21,5,2,5,0.0,0.0,56.6,56.6,37.34,0.48,1023.53,1.65,331.0,0.0,10.0
879,17.73838,2016-02-06 22:00:00,22,5,2,5,0.0,0.0,56.11,56.11,38.39,0.51,1023.38,3.19,303.0,0.0,9.9
880,21.97456,2016-02-06 23:00:00,23,5,2,5,0.0,0.0,52.76,52.76,39.77,0.61,1023.38,1.77,102.0,0.0,9.9
881,24.79382,2016-02-07 00:00:00,0,6,2,5,0.0,0.0,53.07,53.07,39.77,0.6,1023.41,1.41,71.0,0.0,9.9
882,34.59348,2016-02-07 01:00:00,1,6,2,5,0.0,0.0,51.53,51.53,39.99,0.65,1022.85,2.74,82.0,0.0,9.86
883,41.27201,2016-02-07 02:00:00,2,6,2,5,0.0,0.0,50.33,50.33,39.72,0.67,1022.7,2.48,118.0,0.0,9.9
884,37.00133,2016-02-07 03:00:00,3,6,2,5,0.0,0.0,50.46,50.46,40.02,0.67,1022.49,1.06,110.0,0.0,9.9
885,34.21941,2016-02-07 04:00:00,4,6,2,5,0.0,0.0,50.7,50.7,39.85,0.66,1021.99,2.7,74.0,0.0,9.9
886,29.27466,2016-02-07 05:00:00,5,6,2,5,0.0,0.0,49.41,48.94,39.4,0.68,1021.83,3.07,108.0,0.0,9.77
887,28.75749,2016-02-07 06:00:00,6,6,2,5,0.0,0.0,48.87,48.25,39.47,0.7,1021.42,3.16,117.0,0.0,9.77
888,26.40085,2016-02-07 07:00:00,7,6,2,5,0.0,0.0,48.31,47.54,39.17,0.71,1021.71,3.24,98.0,0.0,9.65
889,26.47518,2016-02-07 08:00:00,8,6,2,5,0.0,0.0,52.42,52.42,41.95,0.67,1021.66,5.0,85.0,0.0,9.54
890,25.49493,2016-02-07 09:00:00,9,6,2,5,0.0,0.0,59.69,59.69,41.14,0.5,1021.81,3.96,89.0,0.0,9.65
891,23.97681,2016-02-07 10:00:00,10,6,2,5,0.0,0.0,63.81,63.81,39.25,0.4,1021.73,3.37,122.0,0.0,9.77
892,23.96904,2016-02-07 11:00:00,11,6,2,5,0.0,0.0,68.72,68.72,37.03,0.31,1021.44,1.72,149.0,0.0,9.9
893,24.00827,2016-02-07 12:00:00,12,6,2,5,0.0,0.0,70.53,70.53,37.71,0.3,1021.13,3.39,310.0,0.0,9.65
894,25.6971,2016-02-07 13:00:00,13,6,2,5,0.0,0.0,71.9,71.9,37.83,0.29,1020.5,4.83,290.0,0.0,9.54
895,25.67261,2016-02-07 14:00:00,14,6,2,5,0.0,0.0,73.06,73.06,38.27,0.28,1019.99,2.66,276.0,0.0,9.9
896,23.98554,2016-02-07 15:00:00,15,6,2,5,0.0,0.0,73.42,73.42,36.32,0.26,1019.94,4.2,260.0,0.0,10.0
897,22.73451,2016-02-07 16:00:00,16,6,2,5,0.0,0.0,71.58,71.58,39.04,0.31,1020.16,3.1,302.0,0.0,9.08
898,20.65792,2016-02-07 17:00:00,17,6,2,5,0.0,0.0,67.52,67.52,39.28,0.36,1020.24,3.3,300.0,0.0,8.85
899,12.53274,2016-02-07 18:00:00,18,6,2,5,0.0,0.0,64.2,64.2,37.99,0.38,1020.46,1.71,2.0,0.0,9.42
900,11.1342,2016-02-07 19:00:00,19,6,2,5,0.0,0.0,59.18,59.18,41.83,0.53,1020.94,1.66,147.0,0.0,9.54
901,11.72353,2016-02-07 20:00:00,20,6,2,5,0.0,0.0,56.38,56.38,43.08,0.61,1021.52,2.06,117.0,0.0,10.0
902,12.56232,2016-02-07 21:00:00,21,6,2,5,0.0,0.0,55.94,55.94,42.01,0.59,1021.46,3.08,73.0,0.0,10.0
903,17.88651,2016-02-07 22:00:00,22,6,2,5,0.0,0.0,54.22,54.22,41.67,0.62,1021.58,3.52,75.0,0.0,10.0
904,22.50936,2016-02-07 23:00:00,23,6,2,5,0.0,0.0,54.04,54.04,40.6,0.6,1021.61,1.68,71.0,0.0,9.96
905,26.45532,2016-02-08 00:00:00,0,0,2,5,0.0,0.0,52.62,52.62,41.75,0.66,1021.32,4.33,83.0,0.0,9.84
906,34.38142,2016-02-08 01:00:00,1,0,2,5,0.0,0.0,53.37,53.37,42.41,0.66,1021.08,4.18,120.0,0.0,9.96
907,38.5595,2016-02-08 02:00:00,2,0,2,5,0.0,0.0,54.03,54.03,42.9,0.66,1020.74,4.87,92.0,0.0,10.0
908,38.05396,2016-02-08 03:00:00,3,0,2,5,0.0,0.0,52.06,52.06,41.91,0.68,1020.22,4.09,120.0,0.0,10.0
909,35.26164,2016-02-08 04:00:00,4,0,2,5,0.0,0.0,52.31,52.31,42.96,0.7,1019.83,4.75,83.0,0.0,10.0
910,29.71868,2016-02-08 05:00:00,5,0,2,5,0.0,0.0,50.85,50.85,41.1,0.69,1020.18,3.45,100.0,0.0,10.0
911,27.8388,2016-02-08 06:00:00,6,0,2,5,0.0,0.0,50.87,50.87,41.27,0.7,1020.37,4.97,88.0,0.0,10.0
912,25.65637,2016-02-08 07:00:00,7,0,2,5,0.0,0.0,51.53,51.53,39.91,0.64,1020.97,5.25,93.0,0.0,10.0
913,24.70303,2016-02-08 08:00:00,8,0,2,5,0.0,0.0,55.8,55.8,43.56,0.63,1021.4,4.19,91.0,0.0,9.88
914,23.28554,2016-02-08 09:00:00,9,0,2,5,0.0,0.0,62.09,62.09,43.28,0.5,1021.79,4.64,107.0,0.0,10.0
915,22.98278,2016-02-08 10:00:00,10,0,2,5,0.0,0.0,68.38,68.38,39.48,0.35,1021.9,2.22,132.0,0.0,10.0
916,23.00301,2016-02-08 11:00:00,11,0,2,5,0.0,0.0,73.72,73.72,35.92,0.25,1021.83,1.41,259.0,0.0,10.0
917,23.61678,2016-02-08 12:00:00,12,0,2,5,0.0,0.0,76.04,76.04,36.77,0.24,1021.39,0.72,276.0,0.0,10.0
918,26.82171,2016-02-08 13:00:00,13,0,2,5,0.0,0.0,76.71,76.71,37.85,0.25,1020.3,3.0,269.0,0.0,10.0
919,31.17057,2016-02-08 14:00:00,14,0,2,5,0.0,0.0,76.59,76.59,35.3,0.22,1019.57,2.83,292.0,0.0,10.0
920,31.89088,2016-02-08 15:00:00,15,0,2,5,0.0,0.0,74.92,74.92,39.58,0.28,1019.54,4.89,317.0,0.0,10.0
921,26.11459,2016-02-08 16:00:00,16,0,2,5,0.0,0.0,72.14,72.14,37.19,0.28,1019.61,5.16,330.0,0.0,10.0
922,23.79217,2016-02-08 17:00:00,17,0,2,5,0.0,0.0,68.82,68.82,39.56,0.34,1019.99,3.03,314.0,0.0,10.0
923,22.9824,2016-02-08 18:00:00,18,0,2,5,0.0,0.0,65.38,65.38,40.71,0.4,1020.45,3.91,314.0,0.0,10.0
924,23.23003,2016-02-08 19:00:00,19,0,2,5,0.0,0.0,62.73,62.73,40.98,0.45,1020.89,0.9,88.0,0.0,10.0
925,23.16351,2016-02-08 20:00:00,20,0,2,5,0.0,0.0,59.82,59.82,45.52,0.59,1021.17,1.98,138.0,0.0,10.0
926,23.51517,2016-02-08 21:00:00,21,0,2,5,0.0,0.0,58.86,58.86,44.4,0.59,1021.39,1.08,69.0,0.0,10.0
927,25.14076,2016-02-08 22:00:00,22,0,2,5,0.0,0.0,57.17,57.17,43.17,0.59,1021.67,3.26,80.0,0.0,10.0
928,27.03925,2016-02-08 23:00:00,23,0,2,5,0.0,0.0,56.28,56.28,42.62,0.6,1021.38,3.62,96.0,0.0,10.0
929,29.69495,2016-02-09 00:00:00,0,1,2,5,0.0,0.0,55.2,55.2,43.07,0.64,1020.89,4.47,93.0,0.0,10.0
930,40.11856,2016-02-09 01:00:00,1,1,2,5,0.0,0.0,55.08,55.08,42.94,0.64,1020.83,3.15,77.0,0.0,10.0
931,47.05392,2016-02-09 02:00:00,2,1,2,5,0.0,0.0,53.14,53.14,42.66,0.67,1020.77,3.17,103.0,0.0,10.0
932,38.32705,2016-02-09 03:00:00,3,1,2,5,0.0,0.0,53.1,53.1,41.22,0.64,1020.61,2.81,100.0,0.0,10.0
933,36.05207,2016-02-09 04:00:00,4,1,2,5,0.0,0.0,51.82,51.82,41.19,0.67,1020.62,2.7,88.0,0.0,10.0
934,31.26143,2016-02-09 05:00:00,5,1,2,5,0.0,0.0,51.57,51.57,40.91,0.67,1020.87,3.77,84.0,0.0,10.0
935,29.22595,2016-02-09 06:00:00,6,1,2,5,0.0,0.0,51.54,51.54,40.57,0.66,1021.34,2.9,106.0,0.0,10.0
936,26.96641,2016-02-09 07:00:00,7,1,2,5,0.0,0.0,51.04,51.04,40.43,0.67,1021.84,4.72,88.0,0.0,9.96
937,24.92292,2016-02-09 08:00:00,8,1,2,5,0.0,0.0,54.08,54.08,42.86,0.66,1022.21,3.49,94.0,0.0,9.91
938,23.28992,2016-02-09 09:00:00,9,1,2,5,0.0,0.0,62.04,62.04,44.35,0.52,1022.56,5.46,69.0,0.04,10.0
939,22.60598,2016-02-09 10:00:00,10,1,2,5,0.0,0.0,68.44,68.44,40.77,0.36,1022.42,2.41,66.0,0.04,10.0
940,22.61792,2016-02-09 11:00:00,11,1,2,5,0.0,0.0,70.75,70.75,42.81,0.36,1022.26,2.2,40.0,0.04,10.0
941,23.20233,2016-02-09 12:00:00,12,1,2,5,0.0,0.0,75.38,75.38,36.57,0.24,1021.27,1.99,335.0,0.04,10.0
942,26.00693,2016-02-09 13:00:00,13,1,2,12,0.0,0.0,77.98,77.98,37.86,0.24,1020.13,3.71,304.0,0.26,10.0
943,30.25643,2016-02-09 14:00:00,14,1,2,12,0.0,0.0,79.14,79.14,32.61,0.18,1019.21,3.79,320.0,0.25,10.0
944,30.25905,2016-02-09 15:00:00,15,1,2,12,0.0,0.0,79.77,79.77,38.67,0.23,1018.72,4.2,290.0,0.26,10.0
945,25.09096,2016-02-09 16:00:00,16,1,2,5,0.0,0.0,77.14,77.14,44.84,0.32,1018.74,5.8,293.0,0.22,10.0
946,23.32557,2016-02-09 17:00:00,17,1,2,5,0.0,0.0,71.29,71.29,47.7,0.43,1019.51,8.68,291.0,0.0,10.0
947,22.63923,2016-02-09 18:00:00,18,1,2,5,0.0,0.0,65.05,65.05,46.11,0.5,1020.27,3.89,334.0,0.0,10.0
948,22.8814,2016-02-09 19:00:00,19,1,2,5,0.0,0.0,61.41,61.41,45.52,0.56,1021.04,7.13,330.0,0.0,10.0
949,22.76379,2016-02-09 20:00:00,20,1,2,5,0.0,0.0,59.77,59.77,45.36,0.59,1021.45,7.9,342.0,0.0,10.0
950,23.19862,2016-02-09 21:00:00,21,1,2,5,0.0,0.0,56.98,56.98,46.03,0.67,1021.61,0.63,218.0,0.0,10.0
951,24.74016,2016-02-09 22:00:00,22,1,2,5,0.0,0.0,56.18,56.18,45.45,0.67,1021.92,3.35,67.0,0.0,10.0
952,27.03141,2016-02-09 23:00:00,23,1,2,5,0.0,0.0,55.52,55.52,46.44,0.71,1022.08,3.84,71.0,0.0,10.0
953,31.41399,2016-02-10 00:00:00,0,2,2,5,0.0,0.0,55.16,55.16,45.56,0.7,1021.99,4.02,48.0,0.0,10.0
954,40.62963,2016-02-10 01:00:00,1,2,2,5,0.0,0.0,53.94,53.94,45.65,0.73,1021.77,4.31,59.0,0.0,10.0
955,46.52424,2016-02-10 02:00:00,2,2,2,5,0.0,0.0,53.22,53.22,44.55,0.72,1021.75,2.48,97.0,0.0,10.0
956,38.19824,2016-02-10 03:00:00,3,2,2,5,0.0,0.0,52.82,52.82,44.4,0.73,1021.35,3.48,77.0,0.0,9.91
957,36.53716,2016-02-10 04:00:00,4,2,2,5,0.0,0.0,52.01,52.01,44.12,0.74,1021.01,3.45,38.0,0.0,9.91
958,32.11512,2016-02-10 05:00:00,5,2,2,5,0.0,0.0,51.08,51.08,43.1,0.74,1021.21,3.55,50.0,0.0,9.82
959,28.96906,2016-02-10 06:00:00,6,2,2,5,0.0,0.0,47.83,45.16,42.2,0.81,1021.77,5.87,15.0,0.0,9.96
960,26.37647,2016-02-10 07:00:00,7,2,2,5,0.0,0.0,48.75,48.75,42.83,0.8,1022.11,1.67,71.0,0.04,9.96
961,24.73402,2016-02-10 08:00:00,8,2,2,5,0.0,0.0,53.34,53.34,45.33,0.74,1022.28,9.0,357.0,0.04,9.86
962,23.23171,2016-02-10 09:00:00,9,2,2,5,0.0,0.0,59.9,59.9,46.09,0.6,1022.4,5.29,5.0,0.04,10.0
963,22.54915,2016-02-10 10:00:00,10,2,2,5,0.0,0.0,63.03,63.03,43.05,0.48,1022.35,4.52,315.0,0.04,10.0
964,22.42796,2016-02-10 11:00:00,11,2,2,5,0.0,0.0,66.28,66.28,42.74,0.42,1022.14,6.57,323.0,0.04,10.0
965,23.01739,2016-02-10 12:00:00,12,2,2,5,0.0,0.0,68.01,68.01,44.36,0.43,1021.54,6.73,334.0,0.04,10.0
966,25.02702,2016-02-10 13:00:00,13,2,2,12,0.0,0.0,69.64,69.64,47.53,0.45,1020.51,9.21,313.0,0.26,10.0
967,29.94596,2016-02-10 14:00:00,14,2,2,5,0.0,0.0,71.09,71.09,45.15,0.39,1020.25,8.52,321.0,0.23,10.0
968,28.69939,2016-02-10 15:00:00,15,2,2,5,0.0,0.0,70.64,70.64,44.07,0.38,1019.71,8.95,321.0,0.23,10.0
969,23.43819,2016-02-10 16:00:00,16,2,2,5,0.0,0.0,69.02,69.02,48.59,0.48,1019.48,6.37,332.0,0.23,10.0
970,21.69799,2016-02-10 17:00:00,17,2,2,5,0.0,0.0,68.11,68.11,48.96,0.5,1019.34,6.67,329.0,0.23,10.0
971,19.12934,2016-02-10 18:00:00,18,2,2,5,0.0,0.0,62.19,62.19,50.75,0.66,1019.53,3.39,312.0,0.23,10.0
972,21.03563,2016-02-10 19:00:00,19,2,2,5,0.0,0.0,60.5,60.5,50.55,0.7,1019.44,0.48,44.0,0.04,9.86
973,21.29821,2016-02-10 20:00:00,20,2,2,5,0.0,0.0,58.75,58.75,50.12,0.73,1019.47,0.99,102.0,0.0,9.86
974,22.14867,2016-02-10 21:00:00,21,2,2,5,0.0,0.0,57.64,57.64,49.22,0.73,1019.54,1.96,67.0,0.0,9.81
975,24.49279,2016-02-10 22:00:00,22,2,2,5,0.0,0.0,56.12,56.12,47.94,0.74,1019.48,1.98,57.0,0.0,9.91
976,26.07864,2016-02-10 23:00:00,23,2,2,5,0.0,0.0,54.47,54.47,46.52,0.74,1019.66,1.36,50.0,0.0,9.96
977,29.24803,2016-02-11 00:00:00,0,3,2,5,0.0,0.0,53.92,53.92,46.43,0.76,1019.59,2.76,357.0,0.0,9.88
978,39.90678,2016-02-11 01:00:00,1,3,2,5,0.0,0.0,52.84,52.84,45.37,0.76,1019.5,2.17,97.0,0.0,10.0
979,52.75355,2016-02-11 02:00:00,2,3,2,5,0.0,0.0,51.78,51.78,45.0,0.78,1019.51,1.65,94.0,0.0,9.86
980,40.72675,2016-02-11 03:00:00,3,3,2,5,0.0,0.0,50.39,50.39,43.56,0.77,1019.36,2.56,53.0,0.0,9.75
981,35.71932,2016-02-11 04:00:00,4,3,2,5,0.0,0.0,48.96,48.14,43.09,0.8,1019.38,3.39,59.0,0.0,9.66
982,30.4478,2016-02-11 05:00:00,5,3,2,5,0.0,0.0,49.31,49.31,42.52,0.77,1019.64,1.85,67.0,0.0,9.75
983,27.29588,2016-02-11 06:00:00,6,3,2,5,0.0,0.0,48.72,47.93,42.21,0.78,1019.72,3.33,91.0,0.0,9.86
984,25.69452,2016-02-11 07:00:00,7,3,2,5,0.0,0.0,48.63,47.83,41.74,0.77,1019.78,3.33,80.0,0.23,9.43
985,22.78786,2016-02-11 08:00:00,8,3,2,5,0.0,0.0,53.08,53.08,44.06,0.71,1020.03,6.57,73.0,0.22,9.73
986,21.35858,2016-02-11 09:00:00,9,3,2,5,0.0,0.0,60.7,60.7,41.79,0.5,1020.29,1.84,80.0,0.23,9.91
987,20.54938,2016-02-11 10:00:00,10,3,2,5,0.0,0.0,65.52,65.52,43.47,0.45,1020.62,2.32,316.0,0.23,10.0
988,20.48731,2016-02-11 11:00:00,11,3,2,12,0.0,0.0,68.96,68.96,44.55,0.41,1020.54,2.93,320.0,0.26,10.0
989,20.95344,2016-02-11 12:00:00,12,3,2,5,0.0,0.0,69.0,69.0,46.44,0.44,1020.33,8.57,313.0,0.23,10.0
990,23.58541,2016-02-11 13:00:00,13,3,2,5,0.0,0.0,69.85,69.85,47.71,0.45,1019.54,5.46,324.0,0.22,10.0
991,29.99465,2016-02-11 14:00:00,14,3,2,5,0.0,0.0,71.91,71.91,43.76,0.36,1019.17,6.69,311.0,0.22,10.0
992,28.85178,2016-02-11 15:00:00,15,3,2,12,0.0,0.0,69.03,69.03,48.87,0.49,1019.22,10.4,310.0,0.25,10.0
993,23.60271,2016-02-11 16:00:00,16,3,2,5,0.0,0.0,65.29,65.29,51.11,0.6,1019.5,5.67,311.0,0.22,10.0
994,19.45944,2016-02-11 17:00:00,17,3,2,5,0.0,0.0,62.65,62.65,50.6,0.65,1019.71,5.96,325.0,0.23,10.0
995,17.5538,2016-02-11 18:00:00,18,3,2,5,0.0,0.0,57.53,57.53,50.03,0.76,1020.01,5.02,317.0,0.22,8.75
