Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 07/02  01:00:00,0.483053332,0.753710179,0,0.453449725,0.012141331,0.012141331,0.012141331,0.080349276,0.016647461,0.087504247,0.271063018,0.281588601
 07/02  02:00:00,0.446278291,1.218756358,0,0.9386308,0.025132283,0.025132283,0.025132283,0.05264261,0.010906956,0.074328183,0.267920258,0.26167019
 07/02  03:00:00,0.445164858,1.649553713,0,1.364138859,0.036525462,0.036525462,0.036525462,0.05264261,0.010906956,0.065592882,0.264148947,0.267219269
 07/02  04:00:00,0.455866334,2.081154092,0,1.737638539,0.046526093,0.046526093,0.046526093,0.05264261,0.010906956,0.076271989,0.254170685,0.326007309
 07/02  05:00:00,0.505731216,2.477997688,0,1.878503781,0.050297826,0.050297826,0.050297826,0.055413276,0.011481007,0.089557052,0.283634056,0.579956114
 07/02  06:00:00,0.640063767,3.203595019,0,2.124901703,0.056895247,0.056895247,0.056895247,0.077578597,0.016073408,0.146457255,0.32771126,1.056119317
 07/02  07:00:00,0.809577395,2.95924349,0,1.743941654,0.046694862,0.046694862,0.046694862,0.127450542,0.026406311,0.230459914,0.348217767,1.19131527
 07/02  08:00:00,0.771361186,2.760211362,0,1.576446524,0.0422101,0.0422101,0.0422101,0.096973212,0.020091767,0.302340099,0.294398008,1.163485582
 07/02  09:00:00,0.739680091,2.359956938,0,1.282533394,0.034340438,0.034340438,0.034340438,0.05264261,0.010906956,0.375885576,0.250556511,1.060164258
 07/02  10:00:00,0.752944669,2.070809546,0,1.118433463,0.029946584,0.029946584,0.029946584,0.044330622,0.009184805,0.397685472,0.256449186,0.934710887
 07/02  11:00:00,0.751728856,1.31613015,0,0.477295928,0.012779824,0.012779824,0.012779824,0.044330622,0.009184805,0.413557851,0.256527755,0.821163614
 07/02  12:00:00,0.720859947,0.80584957,0,0.054245656,0.001452453,0.001452453,0.001452453,0.044330622,0.009184805,0.398337607,0.25220646,0.734230973
 07/02  13:00:00,0.692824247,0.696605147,0,0,0,0,0,0.044330622,0.009184805,0.363033203,0.260927618,0.678631459
 07/02  14:00:00,0.678240364,0.644707775,0,0,0,0,0,0.044330622,0.009184805,0.333756918,0.275620019,0.625722019
 07/02  15:00:00,0.698408115,0.64981067,0,0,0,0,0,0.044330622,0.009184805,0.338603716,0.290940973,0.629769548
 07/02  16:00:00,0.795718371,0.71770557,0,0,0,0,0,0.047101287,0.009758855,0.37937805,0.344132179,0.694000435
 07/02  17:00:00,0.955982343,0.851527284,0,0,0,0,0,0.055413276,0.011481007,0.455674461,0.418065599,0.822729334
 07/02  18:00:00,1.02373621,0.981015687,0,0,0,0,0,0.088661244,0.018369607,0.417464301,0.453893059,0.949749804
 07/02  19:00:00,1.03741086,1.007696359,0,0,0,0,0,0.169010519,0.035017068,0.349528381,0.468506891,0.975423821
 07/02  20:00:00,1.184866801,0.938634494,0,0,0,0,0,0.304773029,0.063145539,0.316986698,0.484613535,0.905252469
 07/02  21:00:00,1.32328576,0.844758178,0,0,0,0,0,0.440535539,0.09127401,0.302828611,0.4732996,0.812155499
 07/02  22:00:00,1.114682371,0.699582194,0,0,0,0,0,0.3684983,0.076348694,0.244907228,0.409580148,0.671368754
 07/02  23:00:00,0.841560381,0.53996345,0,0,0,0,0,0.254901084,0.052812636,0.162581134,0.355917528,0.515446496
 07/02  24:00:00,0.574846838,0.37123459,0,0,0,0,0,0.132991831,0.027554418,0.104554582,0.294398008,0.350955334
 07/03  01:00:00,0.47113618,0.449073969,0,0.155784463,0.004171203,0.004171203,0.004171203,0.080349276,0.016647461,0.083557222,0.271063018,0.274617653
 07/03  02:00:00,0.436924234,0.961983577,0,0.686802639,0.018389465,0.018389465,0.018389465,0.05264261,0.010906956,0.071716944,0.267920258,0.256725571
 07/03  03:00:00,0.441677603,1.565009302,0,1.284892818,0.034403612,0.034403612,0.034403612,0.05264261,0.010906956,0.064227478,0.264148947,0.261920899
 07/03  04:00:00,0.45649845,2.193579998,0,1.86100785,0.049829364,0.049829364,0.049829364,0.05264261,0.010906956,0.073600834,0.254170685,0.315063903
 07/03  05:00:00,0.506685427,2.634845112,0,2.067142974,0.05534873,0.05534873,0.05534873,0.055413276,0.011481007,0.085460359,0.283634056,0.548164344
 07/03  06:00:00,0.633427191,3.279797902,0,2.273878961,0.060884183,0.060884183,0.060884183,0.077578597,0.016073408,0.135831743,0.32771126,0.983344941
 07/03  07:00:00,0.788775449,2.884143653,0,1.75736499,0.047054278,0.047054278,0.047054278,0.127450542,0.026406311,0.209298552,0.348217767,1.102792097
 07/03  08:00:00,0.734318381,2.495790235,0,1.404441919,0.037604596,0.037604596,0.037604596,0.096973212,0.020091767,0.269902798,0.294398008,1.07106906
 07/03  09:00:00,0.681832849,1.796221012,0,0.803879514,0.021524254,0.021524254,0.021524254,0.05264261,0.010906956,0.330854517,0.250556511,0.975082212
 07/03  10:00:00,0.680191193,1.182201295,0,0.302864441,0.008109338,0.008109338,0.008109338,0.044330622,0.009184805,0.346769243,0.256449186,0.861671658
 07/03  11:00:00,0.686460273,0.77739286,0,0,0,0,0,0.044330622,0.009184805,0.361069092,0.256527755,0.759722251
 07/03  12:00:00,0.671596988,0.696002442,0,0,0,0,0,0.044330622,0.009184805,0.350527101,0.25220646,0.678629501
 07/03  13:00:00,0.649236215,0.647590371,0,0,0,0,0,0.044330622,0.009184805,0.31944517,0.260927618,0.629616683
 07/03  14:00:00,0.639114792,0.60006952,0,0,0,0,0,0.044330622,0.009184805,0.294631346,0.275620019,0.581083763
 07/03  15:00:00,0.661349142,0.604743115,0,0,0,0,0,0.044330622,0.009184805,0.301544743,0.290940973,0.584701993
 07/03  16:00:00,0.759800452,0.662261107,0,0,0,0,0,0.047101287,0.009758855,0.34346013,0.344132179,0.638555972
 07/03  17:00:00,0.920630413,0.784328136,0,0,0,0,0,0.055413276,0.011481007,0.420322531,0.418065599,0.755530186
 07/03  18:00:00,0.989425895,0.898433117,0,0,0,0,0,0.088661244,0.018369607,0.383153985,0.453893059,0.867167235
 07/03  19:00:00,1.003166106,0.921250283,0,0,0,0,0,0.169010519,0.035017068,0.315283627,0.468506891,0.888977744
 07/03  20:00:00,1.150011431,0.856515856,0,0,0,0,0,0.304773029,0.063145539,0.282131328,0.484613535,0.823133831
 07/03  21:00:00,1.287678902,0.775132464,0,0,0,0,0,0.440535539,0.09127401,0.267221753,0.4732996,0.742529785
 07/03  22:00:00,1.086389159,0.643977571,0,0,0,0,0,0.3684983,0.076348694,0.216614016,0.409580148,0.61576413
 07/03  23:00:00,0.826025536,0.503400928,0,0,0,0,0,0.254901084,0.052812636,0.147046288,0.355917528,0.478883973
 07/03  24:00:00,0.568273155,0.355198766,0,0,0,0,0,0.132991831,0.027554418,0.097980898,0.294398008,0.334919511
 07/04  01:00:00,0.466964977,0.286924323,0,0,0,0,0,0.080349276,0.016647461,0.083557222,0.271063018,0.26825247
 07/04  02:00:00,0.418534769,0.269576336,0,0,0,0,0,0.05264261,0.010906956,0.071716944,0.267920258,0.251120968
 07/04  03:00:00,0.407273991,0.275633587,0,0,0,0,0,0.05264261,0.010906956,0.064227478,0.264148947,0.257438002
 07/04  04:00:00,0.406669085,0.330381838,0,0,0,0,0,0.05264261,0.010906956,0.073600834,0.254170685,0.312873593
 07/04  05:00:00,0.451336698,0.56576277,0,0,0,0,0,0.055413276,0.011481007,0.085460359,0.283634056,0.546224976
 07/04  06:00:00,0.572543008,1.004202729,0,0,0,0,0,0.077578597,0.016073408,0.135831743,0.32771126,0.981628729
 07/04  07:00:00,0.741721171,1.124634477,0,0,0,0,0,0.127450542,0.026406311,0.209298552,0.348217767,1.100647912
 07/04  08:00:00,0.696713785,1.089387734,0,0,0,0,0,0.096973212,0.020091767,0.269902798,0.294398008,1.069108479
 07/04  09:00:00,0.660308595,0.990481279,0,0,0,0,0,0.05264261,0.010906956,0.330854517,0.250556511,0.973221993
 07/04  10:00:00,0.672081855,0.877200536,0,0,0,0,0,0.044330622,0.009184805,0.346769243,0.256449186,0.85953534
 07/04  11:00:00,0.686460273,0.774701322,0,0,0,0,0,0.044330622,0.009184805,0.361069092,0.256527755,0.757030713
 07/04  12:00:00,0.671596988,0.694266717,0,0,0,0,0,0.044330622,0.009184805,0.350527101,0.25220646,0.676893776
 07/04  13:00:00,0.649236215,0.646629912,0,0,0,0,0,0.044330622,0.009184805,0.31944517,0.260927618,0.628656224
 07/04  14:00:00,0.639114792,0.599589908,0,0,0,0,0,0.044330622,0.009184805,0.294631346,0.275620019,0.580604152
 07/04  15:00:00,0.661349142,0.606334578,0,0,0,0,0,0.044330622,0.009184805,0.301544743,0.290940973,0.586293456
 07/04  16:00:00,0.759800452,0.663902797,0,0,0,0,0,0.047101287,0.009758855,0.34346013,0.344132179,0.640197662
 07/04  17:00:00,0.920630413,0.788414314,0,0,0,0,0,0.055413276,0.011481007,0.420322531,0.418065599,0.759616364
 07/04  18:00:00,0.989425895,0.90061968,0,0,0,0,0,0.088661244,0.018369607,0.383153985,0.453893059,0.869353798
 07/04  19:00:00,1.003166106,0.919074917,0,0,0,0,0,0.169010519,0.035017068,0.315283627,0.468506891,0.886802379
 07/04  20:00:00,1.150011431,0.854294459,0,0,0,0,0,0.304773029,0.063145539,0.282131328,0.484613535,0.820912433
 07/04  21:00:00,1.287678902,0.773330967,0,0,0,0,0,0.440535539,0.09127401,0.267221753,0.4732996,0.740728289
 07/04  22:00:00,1.086389159,0.641966465,0,0,0,0,0,0.3684983,0.076348694,0.216614016,0.409580148,0.613753025
 07/04  23:00:00,0.826025536,0.502260328,0,0,0,0,0,0.254901084,0.052812636,0.147046288,0.355917528,0.477743374
 07/04  24:00:00,0.568273155,0.353860052,0,0,0,0,0,0.132991831,0.027554418,0.097980898,0.294398008,0.333580796
 07/05  01:00:00,0.466964977,0.287786567,0,0,0,0,0,0.080349276,0.016647461,0.083557222,0.271063018,0.269114714
 07/05  02:00:00,0.418534769,0.270496612,0,0,0,0,0,0.05264261,0.010906956,0.071716944,0.267920258,0.252041244
 07/05  03:00:00,0.407273991,0.27671831,0,0,0,0,0,0.05264261,0.010906956,0.064227478,0.264148947,0.258522725
 07/05  04:00:00,0.406669085,0.331803108,0,0,0,0,0,0.05264261,0.010906956,0.073600834,0.254170685,0.314294863
 07/05  05:00:00,0.452162635,0.597961357,0,0.030846798,0.000825938,0.000825938,0.000825938,0.055413276,0.011481007,0.085460359,0.283634056,0.547576765
 07/05  06:00:00,0.575074987,1.099715641,0,0.09456339,0.002531979,0.002531979,0.002531979,0.077578597,0.016073408,0.135831743,0.32771126,0.982578252
 07/05  07:00:00,0.741721171,1.125404914,0,0,0,0,0,0.127450542,0.026406311,0.209298552,0.348217767,1.101418348
 07/05  08:00:00,0.696713785,1.089678051,0,0,0,0,0,0.096973212,0.020091767,0.269902798,0.294398008,1.069398795
 07/05  09:00:00,0.660308595,0.989385299,0,0,0,0,0,0.05264261,0.010906956,0.330854517,0.250556511,0.972126013
 07/05  10:00:00,0.672081855,0.875228922,0,0,0,0,0,0.044330622,0.009184805,0.346769243,0.256449186,0.857563725
 07/05  11:00:00,0.686460273,0.772594953,0,0,0,0,0,0.044330622,0.009184805,0.361069092,0.256527755,0.754924344
 07/05  12:00:00,0.671596988,0.691581988,0,0,0,0,0,0.044330622,0.009184805,0.350527101,0.25220646,0.674209047
 07/05  13:00:00,0.649236215,0.643592941,0,0,0,0,0,0.044330622,0.009184805,0.31944517,0.260927618,0.625619253
 07/05  14:00:00,0.639114792,0.597104986,0,0,0,0,0,0.044330622,0.009184805,0.294631346,0.275620019,0.57811923
 07/05  15:00:00,0.661349142,0.601416634,0,0,0,0,0,0.044330622,0.009184805,0.301544743,0.290940973,0.581375512
 07/05  16:00:00,0.759800452,0.659062418,0,0,0,0,0,0.047101287,0.009758855,0.34346013,0.344132179,0.635357283
 07/05  17:00:00,0.920630413,0.782146832,0,0,0,0,0,0.055413276,0.011481007,0.420322531,0.418065599,0.753348881
 07/05  18:00:00,0.989425895,0.895304477,0,0,0,0,0,0.088661244,0.018369607,0.383153985,0.453893059,0.864038594
 07/05  19:00:00,1.003166106,0.915656191,0,0,0,0,0,0.169010519,0.035017068,0.315283627,0.468506891,0.883383652
 07/05  20:00:00,1.150011431,0.853208525,0,0,0,0,0,0.304773029,0.063145539,0.282131328,0.484613535,0.8198265
 07/05  21:00:00,1.287678902,0.773281013,0,0,0,0,0,0.440535539,0.09127401,0.267221753,0.4732996,0.740678334
 07/05  22:00:00,1.086389159,0.643052246,0,0,0,0,0,0.3684983,0.076348694,0.216614016,0.409580148,0.614838806
 07/05  23:00:00,0.826025536,0.50289908,0,0,0,0,0,0.254901084,0.052812636,0.147046288,0.355917528,0.478382126
 07/05  24:00:00,0.568273155,0.353457753,0,0,0,0,0,0.132991831,0.027554418,0.097980898,0.294398008,0.333178498
 07/06  01:00:00,0.466964977,0.285352677,0,0,0,0,0,0.080349276,0.016647461,0.083557222,0.271063018,0.266680824
 07/06  02:00:00,0.418534769,0.26843825,0,0,0,0,0,0.05264261,0.010906956,0.071716944,0.267920258,0.249982883
 07/06  03:00:00,0.407273991,0.276158004,0,0,0,0,0,0.05264261,0.010906956,0.064227478,0.264148947,0.257962419
 07/06  04:00:00,0.406669085,0.330440198,0,0,0,0,0,0.05264261,0.010906956,0.073600834,0.254170685,0.312931953
 07/06  05:00:00,0.451336698,0.566083905,0,0,0,0,0,0.055413276,0.011481007,0.085460359,0.283634056,0.546546111
 07/06  06:00:00,0.574251221,1.06801346,0,0.063797703,0.001708214,0.001708214,0.001708214,0.077578597,0.016073408,0.135831743,0.32771126,0.981641758
 07/06  07:00:00,0.741721171,1.124797489,0,0,0,0,0,0.127450542,0.026406311,0.209298552,0.348217767,1.100810923
 07/06  08:00:00,0.696713785,1.089329886,0,0,0,0,0,0.096973212,0.020091767,0.269902798,0.294398008,1.06905063
 07/06  09:00:00,0.660308595,0.989720378,0,0,0,0,0,0.05264261,0.010906956,0.330854517,0.250556511,0.972461091
 07/06  10:00:00,0.672081855,0.875720133,0,0,0,0,0,0.044330622,0.009184805,0.346769243,0.256449186,0.858054937
 07/06  11:00:00,0.686460273,0.773098687,0,0,0,0,0,0.044330622,0.009184805,0.361069092,0.256527755,0.755428078
 07/06  12:00:00,0.671596988,0.692137393,0,0,0,0,0,0.044330622,0.009184805,0.350527101,0.25220646,0.674764452
 07/06  13:00:00,0.649236215,0.644110182,0,0,0,0,0,0.044330622,0.009184805,0.31944517,0.260927618,0.626136494
 07/06  14:00:00,0.639114792,0.597936345,0,0,0,0,0,0.044330622,0.009184805,0.294631346,0.275620019,0.578950589
 07/06  15:00:00,0.661349142,0.600889904,0,0,0,0,0,0.044330622,0.009184805,0.301544743,0.290940973,0.580848782
 07/06  16:00:00,0.759800452,0.659705709,0,0,0,0,0,0.047101287,0.009758855,0.34346013,0.344132179,0.636000574
 07/06  17:00:00,0.920630413,0.783394737,0,0,0,0,0,0.055413276,0.011481007,0.420322531,0.418065599,0.754596787
 07/06  18:00:00,0.989425895,0.89527745,0,0,0,0,0,0.088661244,0.018369607,0.383153985,0.453893059,0.864011568
 07/06  19:00:00,1.003166106,0.913713394,0,0,0,0,0,0.169010519,0.035017068,0.315283627,0.468506891,0.881440855
 07/06  20:00:00,1.150011431,0.849277392,0,0,0,0,0,0.304773029,0.063145539,0.282131328,0.484613535,0.815895367
 07/06  21:00:00,1.287678902,0.76891497,0,0,0,0,0,0.440535539,0.09127401,0.267221753,0.4732996,0.736312292
 07/06  22:00:00,1.086389159,0.638619167,0,0,0,0,0,0.3684983,0.076348694,0.216614016,0.409580148,0.610405727
 07/06  23:00:00,0.826025536,0.499619142,0,0,0,0,0,0.254901084,0.052812636,0.147046288,0.355917528,0.475102187
 07/06  24:00:00,0.568273155,0.352141499,0,0,0,0,0,0.132991831,0.027554418,0.097980898,0.294398008,0.331862243
 07/07  01:00:00,0.466964977,0.28702968,0,0,0,0,0,0.080349276,0.016647461,0.083557222,0.271063018,0.268357827
 07/07  02:00:00,0.418534769,0.271879679,0,0,0,0,0,0.05264261,0.010906956,0.071716944,0.267920258,0.253424312
 07/07  03:00:00,0.408507946,0.325773775,0,0.046085273,0.001233955,0.001233955,0.001233955,0.05264261,0.010906956,0.064227478,0.264148947,0.261492917
 07/07  04:00:00,0.418388976,0.770078015,0,0.437709945,0.011719891,0.011719891,0.011719891,0.05264261,0.010906956,0.073600834,0.254170685,0.314859826
 07/07  05:00:00,0.468893013,1.222775662,0,0.655686472,0.017556315,0.017556315,0.017556315,0.055413276,0.011481007,0.085460359,0.283634056,0.547551397
 07/07  06:00:00,0.597000216,1.917732785,0,0.913418374,0.024457208,0.024457208,0.024457208,0.077578597,0.016073408,0.135831743,0.32771126,0.981740412
 07/07  07:00:00,0.757031237,1.696696004,0,0.571794406,0.015310065,0.015310065,0.015310065,0.127450542,0.026406311,0.209298552,0.348217767,1.100915032
 07/07  08:00:00,0.706807301,1.466494996,0,0.376968726,0.010093516,0.010093516,0.010093516,0.096973212,0.020091767,0.269902798,0.294398008,1.069247014
 07/07  09:00:00,0.661196421,1.023877609,0,0.033158174,0.000887826,0.000887826,0.000887826,0.05264261,0.010906956,0.330854517,0.250556511,0.973460148
 07/07  10:00:00,0.672081855,0.875648542,0,0,0,0,0,0.044330622,0.009184805,0.346769243,0.256449186,0.857983346
 07/07  11:00:00,0.686460273,0.772652876,0,0,0,0,0,0.044330622,0.009184805,0.361069092,0.256527755,0.754982268
 07/07  12:00:00,0.671596988,0.691642936,0,0,0,0,0,0.044330622,0.009184805,0.350527101,0.25220646,0.674269994
 07/07  13:00:00,0.649236215,0.643247383,0,0,0,0,0,0.044330622,0.009184805,0.31944517,0.260927618,0.625273695
 07/07  14:00:00,0.639114792,0.59649667,0,0,0,0,0,0.044330622,0.009184805,0.294631346,0.275620019,0.577510914
 07/07  15:00:00,0.661349142,0.602327121,0,0,0,0,0,0.044330622,0.009184805,0.301544743,0.290940973,0.582285999
 07/07  16:00:00,0.759800452,0.659040233,0,0,0,0,0,0.047101287,0.009758855,0.34346013,0.344132179,0.635335098
 07/07  17:00:00,0.920630413,0.78488058,0,0,0,0,0,0.055413276,0.011481007,0.420322531,0.418065599,0.75608263
 07/07  18:00:00,0.989425895,0.898727462,0,0,0,0,0,0.088661244,0.018369607,0.383153985,0.453893059,0.86746158
 07/07  19:00:00,1.003166106,0.918101364,0,0,0,0,0,0.169010519,0.035017068,0.315283627,0.468506891,0.885828826
 07/07  20:00:00,1.150011431,0.854000347,0,0,0,0,0,0.304773029,0.063145539,0.282131328,0.484613535,0.820618321
 07/07  21:00:00,1.287678902,0.773910643,0,0,0,0,0,0.440535539,0.09127401,0.267221753,0.4732996,0.741307965
 07/07  22:00:00,1.086389159,0.641188671,0,0,0,0,0,0.3684983,0.076348694,0.216614016,0.409580148,0.612975231
 07/07  23:00:00,0.826025536,0.500395849,0,0,0,0,0,0.254901084,0.052812636,0.147046288,0.355917528,0.475878894
 07/07  24:00:00,0.568273155,0.351765955,0,0,0,0,0,0.132991831,0.027554418,0.097980898,0.294398008,0.331486699
 07/08  01:00:00,0.470912001,0.293163015,0,0,0,0,0,0.080349276,0.016647461,0.087504247,0.271063018,0.274491162
 07/08  02:00:00,0.421146008,0.274504534,0,0,0,0,0,0.05264261,0.010906956,0.074328183,0.267920258,0.256049166
 07/08  03:00:00,0.408639395,0.281484519,0,0,0,0,0,0.05264261,0.010906956,0.065592882,0.264148947,0.263288934
 07/08  04:00:00,0.409340241,0.340775109,0,0,0,0,0,0.05264261,0.010906956,0.076271989,0.254170685,0.323266865
 07/08  05:00:00,0.45543339,0.597949882,0,0,0,0,0,0.055413276,0.011481007,0.089557052,0.283634056,0.578412088
 07/08  06:00:00,0.58316852,1.075830531,0,0,0,0,0,0.077578597,0.016073408,0.146457255,0.32771126,1.053256531
 07/08  07:00:00,0.762882533,1.210934146,0,0,0,0,0,0.127450542,0.026406311,0.230459914,0.348217767,1.18694758
 07/08  08:00:00,0.729151086,1.178949846,0,0,0,0,0,0.096973212,0.020091767,0.302340099,0.294398008,1.15867059
 07/08  09:00:00,0.705339654,1.07183203,0,0,0,0,0,0.05264261,0.010906956,0.375885576,0.250556511,1.054572744
 07/08  10:00:00,0.722998084,0.945545872,0,0,0,0,0,0.044330622,0.009184805,0.397685472,0.256449186,0.927880676
 07/08  11:00:00,0.738949032,0.830216187,0,0,0,0,0,0.044330622,0.009184805,0.413557851,0.256527755,0.812545578
 07/08  12:00:00,0.719407494,0.740949211,0,0,0,0,0,0.044330622,0.009184805,0.398337607,0.25220646,0.72357627
 07/08  13:00:00,0.692824247,0.685816144,0,0,0,0,0,0.044330622,0.009184805,0.363033203,0.260927618,0.667842457
 07/08  14:00:00,0.678240364,0.634481236,0,0,0,0,0,0.044330622,0.009184805,0.333756918,0.275620019,0.61549548
 07/08  15:00:00,0.698408115,0.639905256,0,0,0,0,0,0.044330622,0.009184805,0.338603716,0.290940973,0.619864134
 07/08  16:00:00,0.795718371,0.704723276,0,0,0,0,0,0.047101287,0.009758855,0.37937805,0.344132179,0.681018141
 07/08  17:00:00,0.955982343,0.838613593,0,0,0,0,0,0.055413276,0.011481007,0.455674461,0.418065599,0.809815643
 07/08  18:00:00,1.02373621,0.967965418,0,0,0,0,0,0.088661244,0.018369607,0.417464301,0.453893059,0.936699536
 07/08  19:00:00,1.03741086,0.994789018,0,0,0,0,0,0.169010519,0.035017068,0.349528381,0.468506891,0.962516479
 07/08  20:00:00,1.184866801,0.925441428,0,0,0,0,0,0.304773029,0.063145539,0.316986698,0.484613535,0.892059403
 07/08  21:00:00,1.32328576,0.831248063,0,0,0,0,0,0.440535539,0.09127401,0.302828611,0.4732996,0.798645385
 07/08  22:00:00,1.114682371,0.685795611,0,0,0,0,0,0.3684983,0.076348694,0.244907228,0.409580148,0.657582171
 07/08  23:00:00,0.841560381,0.525963558,0,0,0,0,0,0.254901084,0.052812636,0.162581134,0.355917528,0.501446603
 07/08  24:00:00,0.574846838,0.356948196,0,0,0,0,0,0.132991831,0.027554418,0.104554582,0.294398008,0.336668941
 07/09  01:00:00,0.470912001,0.285594236,0,0,0,0,0,0.080349276,0.016647461,0.087504247,0.271063018,0.266922383
 07/09  02:00:00,0.421146008,0.267377052,0,0,0,0,0,0.05264261,0.010906956,0.074328183,0.267920258,0.248921685
 07/09  03:00:00,0.408639395,0.274814535,0,0,0,0,0,0.05264261,0.010906956,0.065592882,0.264148947,0.25661895
 07/09  04:00:00,0.409340241,0.334597373,0,0,0,0,0,0.05264261,0.010906956,0.076271989,0.254170685,0.317089128
 07/09  05:00:00,0.45543339,0.591328794,0,0,0,0,0,0.055413276,0.011481007,0.089557052,0.283634056,0.571791
 07/09  06:00:00,0.58316852,1.069938165,0,0,0,0,0,0.077578597,0.016073408,0.146457255,0.32771126,1.047364166
 07/09  07:00:00,0.762882533,1.205837425,0,0,0,0,0,0.127450542,0.026406311,0.230459914,0.348217767,1.181850859
 07/09  08:00:00,0.729151086,1.174537381,0,0,0,0,0,0.096973212,0.020091767,0.302340099,0.294398008,1.154258125
 07/09  09:00:00,0.705339654,1.068059148,0,0,0,0,0,0.05264261,0.010906956,0.375885576,0.250556511,1.050799862
 07/09  10:00:00,0.722998084,0.942169498,0,0,0,0,0,0.044330622,0.009184805,0.397685472,0.256449186,0.924504302
 07/09  11:00:00,0.738949032,0.827468472,0,0,0,0,0,0.044330622,0.009184805,0.413557851,0.256527755,0.809797864
 07/09  12:00:00,0.719407494,0.738674844,0,0,0,0,0,0.044330622,0.009184805,0.398337607,0.25220646,0.721301903
 07/09  13:00:00,0.692824247,0.68361221,0,0,0,0,0,0.044330622,0.009184805,0.363033203,0.260927618,0.665638522
 07/09  14:00:00,0.678240364,0.633420135,0,0,0,0,0,0.044330622,0.009184805,0.333756918,0.275620019,0.614434379
 07/09  15:00:00,0.698408115,0.638669376,0,0,0,0,0,0.044330622,0.009184805,0.338603716,0.290940973,0.618628254
 07/09  16:00:00,0.795718371,0.707056127,0,0,0,0,0,0.047101287,0.009758855,0.37937805,0.344132179,0.683350993
 07/09  17:00:00,0.955982343,0.843261913,0,0,0,0,0,0.055413276,0.011481007,0.455674461,0.418065599,0.814463963
 07/09  18:00:00,1.02373621,0.973149632,0,0,0,0,0,0.088661244,0.018369607,0.417464301,0.453893059,0.94188375
 07/09  19:00:00,1.03741086,1.000844753,0,0,0,0,0,0.169010519,0.035017068,0.349528381,0.468506891,0.968572215
 07/09  20:00:00,1.184866801,0.932831176,0,0,0,0,0,0.304773029,0.063145539,0.316986698,0.484613535,0.89944915
 07/09  21:00:00,1.32328576,0.839343391,0,0,0,0,0,0.440535539,0.09127401,0.302828611,0.4732996,0.806740712
 07/09  22:00:00,1.114682371,0.694368257,0,0,0,0,0,0.3684983,0.076348694,0.244907228,0.409580148,0.666154817
 07/09  23:00:00,0.841560381,0.534011372,0,0,0,0,0,0.254901084,0.052812636,0.162581134,0.355917528,0.509494418
 07/09  24:00:00,0.574846838,0.364136538,0,0,0,0,0,0.132991831,0.027554418,0.104554582,0.294398008,0.343857282
 07/10  01:00:00,0.466964977,0.284897339,0,0,0,0,0,0.080349276,0.016647461,0.083557222,0.271063018,0.266225486
 07/10  02:00:00,0.418534769,0.27046637,0,0,0,0,0,0.05264261,0.010906956,0.071716944,0.267920258,0.252011002
 07/10  03:00:00,0.407273991,0.276541434,0,0,0,0,0,0.05264261,0.010906956,0.064227478,0.264148947,0.258345849
 07/10  04:00:00,0.406669085,0.331454355,0,0,0,0,0,0.05264261,0.010906956,0.073600834,0.254170685,0.313946111
 07/10  05:00:00,0.45233735,0.603715427,0,0.037371959,0.001000652,0.001000652,0.001000652,0.055413276,0.011481007,0.085460359,0.283634056,0.546805674
 07/10  06:00:00,0.576787937,1.16179434,0,0.158537978,0.004244929,0.004244929,0.004244929,0.077578597,0.016073408,0.135831743,0.32771126,0.980682363
 07/10  07:00:00,0.741721171,1.12328246,0,0,0,0,0,0.127450542,0.026406311,0.209298552,0.348217767,1.099295895
 07/10  08:00:00,0.696713785,1.087610605,0,0,0,0,0,0.096973212,0.020091767,0.269902798,0.294398008,1.067331349
 07/10  09:00:00,0.660308595,0.987853727,0,0,0,0,0,0.05264261,0.010906956,0.330854517,0.250556511,0.970594441
 07/10  10:00:00,0.672081855,0.874706371,0,0,0,0,0,0.044330622,0.009184805,0.346769243,0.256449186,0.857041174
 07/10  11:00:00,0.686460273,0.772290765,0,0,0,0,0,0.044330622,0.009184805,0.361069092,0.256527755,0.754620157
 07/10  12:00:00,0.671596988,0.692459391,0,0,0,0,0,0.044330622,0.009184805,0.350527101,0.25220646,0.67508645
 07/10  13:00:00,0.649236215,0.645697293,0,0,0,0,0,0.044330622,0.009184805,0.31944517,0.260927618,0.627723605
 07/10  14:00:00,0.639114792,0.59950663,0,0,0,0,0,0.044330622,0.009184805,0.294631346,0.275620019,0.580520874
 07/10  15:00:00,0.661349142,0.606429907,0,0,0,0,0,0.044330622,0.009184805,0.301544743,0.290940973,0.586388785
 07/10  16:00:00,0.759800452,0.665413508,0,0,0,0,0,0.047101287,0.009758855,0.34346013,0.344132179,0.641708374
 07/10  17:00:00,0.920630413,0.790680284,0,0,0,0,0,0.055413276,0.011481007,0.420322531,0.418065599,0.761882333
