Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 01/01  01:00:00,0.83813198,7.303991665,0,6.912313413,0.185080457,0.185080457,0.185080457,0.132991831,0.027554418,0.092942925,0.38421435,0.365212105
 01/01  02:00:00,0.741208676,7.86549384,0,7.5540285,0.202262682,0.202262682,0.202262682,0.077578597,0.016073408,0.07618578,0.35376021,0.28709699
 01/01  03:00:00,0.707534573,8.256196731,0,7.966513219,0.213307155,0.213307155,0.213307155,0.055413276,0.011481007,0.062326493,0.349658642,0.265597693
 01/01  04:00:00,0.701494992,8.531987871,0,8.236624717,0.220539518,0.220539518,0.220539518,0.055413276,0.011481007,0.053976431,0.344736761,0.271616373
 01/01  05:00:00,0.705401847,8.784118674,0,8.426458851,0.225622417,0.225622417,0.225622417,0.055413276,0.011481007,0.065822864,0.331714284,0.33481008
 01/01  06:00:00,0.758744329,9.082699529,0,8.450173419,0.226257385,0.226257385,0.226257385,0.055413276,0.011481007,0.080078181,0.37016648,0.607027634
 01/01  07:00:00,0.981686032,10.275279,0,9.128005866,0.244406669,0.244406669,0.244406669,0.127450542,0.026406311,0.140383543,0.427690967,1.117812151
 01/01  08:00:00,1.269023609,10.30513463,0,9.010168619,0.241251521,0.241251521,0.241251521,0.260442373,0.053960728,0.228567291,0.454453696,1.263661512
 01/01  09:00:00,1.211467956,9.09476585,0,7.833788975,0.209753401,0.209753401,0.209753401,0.249359726,0.051664529,0.30112795,0.38421435,1.234510728
 01/01  10:00:00,1.04789952,7.74360407,0,6.596807301,0.176632632,0.176632632,0.176632632,0.127450542,0.026406311,0.375064554,0.326997481,1.124271938
 01/01  11:00:00,1.053200065,7.745641388,0,6.732734041,0.180272135,0.180272135,0.180272135,0.105285248,0.021813913,0.395792849,0.33468792,0.989852769
 01/01  12:00:00,1.01584219,5.559191411,0,4.668305476,0.124996085,0.124996085,0.124996085,0.105285248,0.021813913,0.413608485,0.334790459,0.867824293
 01/01  13:00:00,0.962432759,4.202333956,0,3.405292449,0.091178314,0.091178314,0.091178314,0.105285248,0.021813913,0.39965648,0.329150804,0.774368346
 01/01  14:00:00,0.918675446,3.51331342,0,2.773426897,0.074259815,0.074259815,0.074259815,0.105285248,0.021813913,0.361435816,0.340532654,0.716429337
 01/01  15:00:00,0.908691131,3.229060955,0,2.542601213,0.068079349,0.068079349,0.068079349,0.110826537,0.022962019,0.331767743,0.359707483,0.661681722
 01/01  16:00:00,0.97418748,3.382112039,0,2.688227733,0.071978568,0.071978568,0.071978568,0.138533189,0.02870251,0.339922589,0.379702625,0.667728943
 01/01  17:00:00,1.220906284,3.974915386,0,3.205994538,0.085842018,0.085842018,0.085842018,0.232735722,0.048220224,0.389638663,0.449121658,0.737983639
 01/01  18:00:00,1.694357495,5.815324461,0,4.900050596,0.13120117,0.13120117,0.13120117,0.432223571,0.08955185,0.480421868,0.545611037,0.8776901
 01/01  19:00:00,1.958975556,5.265311468,0,4.208738206,0.112690954,0.112690954,0.112690954,0.642793999,0.133179675,0.43259402,0.592368908,1.015768636
 01/01  20:00:00,1.914009526,5.375758382,0,4.288626544,0.114830002,0.114830002,0.114830002,0.681583298,0.141216379,0.349590651,0.611441197,1.04501344
 01/01  21:00:00,1.794673209,5.75874824,0,4.74515691,0.127053818,0.127053818,0.127053818,0.587380696,0.121698665,0.310730298,0.632461732,0.970024958
 01/01  22:00:00,1.66558037,6.261525884,0,5.349224983,0.143228026,0.143228026,0.143228026,0.493178163,0.102180952,0.29394914,0.617696088,0.869751643
 01/01  23:00:00,1.394239622,6.803034779,0,6.049903465,0.161989023,0.161989023,0.161989023,0.371268979,0.076922748,0.234174068,0.534536804,0.716310384
 01/01  24:00:00,1.120399162,7.351613881,0,6.774083236,0.181379279,0.181379279,0.181379279,0.254901084,0.052812636,0.151455627,0.464502536,0.545533942
 01/02  01:00:00,0.846364135,7.843181958,0,7.465276127,0.199886295,0.199886295,0.199886295,0.132991831,0.027554418,0.086369242,0.38421435,0.351439684
 01/02  02:00:00,0.747316815,8.233743438,0,7.929564871,0.212317846,0.212317846,0.212317846,0.077578597,0.016073408,0.072238755,0.35376021,0.279810217
 01/02  03:00:00,0.710918634,8.474767922,0,8.190423326,0.219302454,0.219302454,0.219302454,0.055413276,0.011481007,0.059715255,0.349658642,0.260258777
 01/02  04:00:00,0.700868258,8.553838814,0,8.264212285,0.221278188,0.221278188,0.221278188,0.055413276,0.011481007,0.052611026,0.344736761,0.265879749
 01/02  05:00:00,0.699253221,8.642508037,0,8.296583645,0.222144947,0.222144947,0.222144947,0.055413276,0.011481007,0.063151709,0.331714284,0.323074649
 01/02  06:00:00,0.748167271,8.8069038,0,8.208147258,0.219777021,0.219777021,0.219777021,0.055413276,0.011481007,0.075981488,0.37016648,0.573258066
 01/02  07:00:00,0.938849637,8.99485088,0,7.925006255,0.212195787,0.212195787,0.212195787,0.127450542,0.026406311,0.129758031,0.427690967,1.040383642
 01/02  08:00:00,1.209347201,8.772391417,0,7.571723533,0.202736475,0.202736475,0.202736475,0.260442373,0.053960728,0.207405929,0.454453696,1.169363383
 01/02  09:00:00,1.166268988,8.519488906,0,7.357171177,0.196991734,0.196991734,0.196991734,0.249359726,0.051664529,0.268690649,0.38421435,1.135851582
 01/02  10:00:00,1.012930206,8.02838298,0,6.972589437,0.186694376,0.186694376,0.186694376,0.127450542,0.026406311,0.330033496,0.326997481,1.033268711
 01/02  11:00:00,1.031722898,8.766865444,0,7.83221277,0.209711197,0.209711197,0.209711197,0.105285248,0.021813913,0.34487662,0.33468792,0.911598096
 01/02  12:00:00,1.005646999,7.073766493,0,6.247869307,0.167289652,0.167289652,0.167289652,0.105285248,0.021813913,0.361119726,0.334790459,0.802835544
 01/02  13:00:00,0.969089242,6.18017023,0,5.439504507,0.145645303,0.145645303,0.145645303,0.105285248,0.021813913,0.351845974,0.329150804,0.717992562
 01/02  14:00:00,0.931500672,5.571279277,0,4.880327492,0.130673074,0.130673074,0.130673074,0.105285248,0.021813913,0.317847783,0.340532654,0.6674946
 01/02  15:00:00,0.926194913,5.299722612,0,4.657572436,0.124708702,0.124708702,0.124708702,0.110826537,0.022962019,0.292642171,0.359707483,0.617372155
 01/02  16:00:00,0.986792394,5.19290723,0,4.543055379,0.121642454,0.121642454,0.121642454,0.138533189,0.02870251,0.302863616,0.379702625,0.623696488
 01/02  17:00:00,1.218287735,5.164613923,0,4.449646547,0.119141388,0.119141388,0.119141388,0.232735722,0.048220224,0.353720743,0.449121658,0.684030166
 01/02  18:00:00,1.677328057,6.434895165,0,5.584351966,0.149523662,0.149523662,0.149523662,0.432223571,0.08955185,0.445069937,0.545611037,0.812959433
 01/02  19:00:00,1.932835458,5.486581547,0,4.513876321,0.120861171,0.120861171,0.120861171,0.642793999,0.133179675,0.398283704,0.592368908,0.9319006
 01/02  20:00:00,1.874774625,5.095557195,0,4.10225644,0.109839854,0.109839854,0.109839854,0.681583298,0.141216379,0.315345897,0.611441197,0.951182357
 01/02  21:00:00,1.741088759,4.969910797,0,4.045670472,0.108324738,0.108324738,0.108324738,0.587380696,0.121698665,0.275874928,0.632461732,0.880673953
 01/02  22:00:00,1.596565572,4.938803568,0,4.101518144,0.109820086,0.109820086,0.109820086,0.493178163,0.102180952,0.258342283,0.617696088,0.794736165
 01/02  23:00:00,1.321671537,5.090488275,0,4.39634259,0.11771415,0.11771415,0.11771415,0.371268979,0.076922748,0.205880856,0.534536804,0.657324754
 01/02  24:00:00,1.050915504,5.299961095,0,4.759223813,0.127430466,0.127430466,0.127430466,0.254901084,0.052812636,0.135920782,0.464502536,0.508740579
 01/03  01:00:00,0.784728003,5.541133103,0,5.163313693,0.138250163,0.138250163,0.138250163,0.132991831,0.027554418,0.086369242,0.38421435,0.351353263
 01/03  02:00:00,0.68011356,5.723708172,0,5.419683634,0.14511459,0.14511459,0.14511459,0.077578597,0.016073408,0.072238755,0.35376021,0.279656187
 01/03  03:00:00,0.640364028,5.839540612,0,5.555377185,0.148747849,0.148747849,0.148747849,0.055413276,0.011481007,0.059715255,0.349658642,0.260077608
 01/03  04:00:00,0.629646575,5.893721614,0,5.604252399,0.150056506,0.150056506,0.150056506,0.055413276,0.011481007,0.052611026,0.344736761,0.265722434
 01/03  05:00:00,0.628019894,5.982001517,0,5.636188853,0.150911619,0.150911619,0.150911619,0.055413276,0.011481007,0.063151709,0.331714284,0.322962921
 01/03  06:00:00,0.679150758,6.229324321,0,5.630545182,0.150760507,0.150760507,0.150760507,0.055413276,0.011481007,0.075981488,0.37016648,0.573280662
 01/03  07:00:00,0.873313986,6.547504465,0,5.477406109,0.146660136,0.146660136,0.146660136,0.127450542,0.026406311,0.129758031,0.427690967,1.040637374
 01/03  08:00:00,1.165926199,7.151054409,0,5.950052739,0.159315473,0.159315473,0.159315473,0.260442373,0.053960728,0.207405929,0.454453696,1.169697169
 01/03  09:00:00,1.118761521,6.745536797,0,5.582880634,0.149484266,0.149484266,0.149484266,0.249359726,0.051664529,0.268690649,0.38421435,1.136190016
 01/03  10:00:00,0.975089461,6.61534003,0,5.559327912,0.148853631,0.148853631,0.148853631,0.127450542,0.026406311,0.330033496,0.326997481,1.033487287
 01/03  11:00:00,0.99843928,7.524038557,0,6.589149048,0.176427579,0.176427579,0.176427579,0.105285248,0.021813913,0.34487662,0.33468792,0.911834931
 01/03  12:00:00,0.989359614,6.465664906,0,5.639574356,0.151002268,0.151002268,0.151002268,0.105285248,0.021813913,0.361119726,0.334790459,0.803028908
 01/03  13:00:00,0.965453657,6.044591824,0,5.3037241,0.142009718,0.142009718,0.142009718,0.105285248,0.021813913,0.351845974,0.329150804,0.718194563
 01/03  14:00:00,0.934628643,5.688238128,0,4.99714972,0.133801045,0.133801045,0.133801045,0.105285248,0.021813913,0.317847783,0.340532654,0.667631222
 01/03  15:00:00,0.9298888,5.437841176,0,4.795530304,0.128402589,0.128402589,0.128402589,0.110826537,0.022962019,0.292642171,0.359707483,0.617532851
 01/03  16:00:00,0.988889868,5.271435431,0,4.621391035,0.123739928,0.123739928,0.123739928,0.138533189,0.02870251,0.302863616,0.379702625,0.623889034
 01/03  17:00:00,1.217038381,5.118174509,0,4.40298619,0.117892035,0.117892035,0.117892035,0.232735722,0.048220224,0.353720743,0.449121658,0.684251109
 01/03  18:00:00,1.664146899,5.942911958,0,5.092067149,0.136342504,0.136342504,0.136342504,0.432223571,0.08955185,0.445069937,0.545611037,0.813261043
 01/03  19:00:00,1.94492515,5.938285939,0,4.965397479,0.132950863,0.132950863,0.132950863,0.642793999,0.133179675,0.398283704,0.592368908,0.932083833
 01/03  20:00:00,1.866575156,4.78945997,0,3.796025836,0.101640385,0.101640385,0.101640385,0.681583298,0.141216379,0.315345897,0.611441197,0.951315736
 01/03  21:00:00,1.726376269,4.42072485,0,3.49619407,0.093612248,0.093612248,0.093612248,0.587380696,0.121698665,0.275874928,0.632461732,0.880964408
 01/03  22:00:00,1.579746604,4.310927033,0,3.473369796,0.093001117,0.093001117,0.093001117,0.493178163,0.102180952,0.258342283,0.617696088,0.795007979
 01/03  23:00:00,1.301876968,4.351383294,0,3.657062688,0.097919581,0.097919581,0.097919581,0.371268979,0.076922748,0.205880856,0.534536804,0.657499676
 01/03  24:00:00,1.028318364,4.45608522,0,3.915274541,0.104833326,0.104833326,0.104833326,0.254901084,0.052812636,0.135920782,0.464502536,0.508813976
 01/04  01:00:00,0.759094307,4.5837748,0,4.205956327,0.112616468,0.112616468,0.112616468,0.132991831,0.027554418,0.086369242,0.38421435,0.351352325
 01/04  02:00:00,0.653079577,4.714013971,0,4.410028911,0.118080608,0.118080608,0.118080608,0.077578597,0.016073408,0.072238755,0.35376021,0.27961671
 01/04  03:00:00,0.612706175,4.806530814,0,4.522422378,0.121089996,0.121089996,0.121089996,0.055413276,0.011481007,0.059715255,0.349658642,0.260022618
 01/04  04:00:00,0.602204971,4.868769415,0,4.579373968,0.122614901,0.122614901,0.122614901,0.055413276,0.011481007,0.052611026,0.344736761,0.265648667
 01/04  05:00:00,0.599560017,4.919036754,0,4.573280373,0.122451743,0.122451743,0.122451743,0.055413276,0.011481007,0.063151709,0.331714284,0.322906638
 01/04  06:00:00,0.648365584,5.079630645,0,4.480792392,0.119975333,0.119975333,0.119975333,0.055413276,0.011481007,0.075981488,0.37016648,0.573339777
 01/04  07:00:00,0.839153608,5.271993187,0,4.201597479,0.112499757,0.112499757,0.112499757,0.127450542,0.026406311,0.129758031,0.427690967,1.040934726
 01/04  08:00:00,1.123973076,5.584582279,0,4.383203717,0.11736235,0.11736235,0.11736235,0.260442373,0.053960728,0.207405929,0.454453696,1.170074062
 01/04  09:00:00,1.082882895,5.405916144,0,4.242899574,0.113605641,0.113605641,0.113605641,0.249359726,0.051664529,0.268690649,0.38421435,1.136550423
 01/04  10:00:00,0.944408638,5.469867051,0,4.413472409,0.118172809,0.118172809,0.118172809,0.127450542,0.026406311,0.330033496,0.326997481,1.033869811
 01/04  11:00:00,0.954691971,5.890429742,0,4.955291449,0.13268027,0.13268027,0.13268027,0.105285248,0.021813913,0.34487662,0.33468792,0.912083715
 01/04  12:00:00,0.951047176,5.034930784,0,4.20869622,0.11268983,0.11268983,0.11268983,0.105285248,0.021813913,0.361119726,0.334790459,0.803172922
 01/04  13:00:00,0.92783261,4.639668528,0,3.89866775,0.104388671,0.104388671,0.104388671,0.105285248,0.021813913,0.351845974,0.329150804,0.718327617
 01/04  14:00:00,0.896787212,4.275094534,0,3.583862568,0.095959613,0.095959613,0.095959613,0.105285248,0.021813913,0.317847783,0.340532654,0.667774781
 01/04  15:00:00,0.89426667,4.107585276,0,3.46512874,0.092780459,0.092780459,0.092780459,0.110826537,0.022962019,0.292642171,0.359707483,0.617678515
 01/04  16:00:00,0.955495048,4.024340189,0,3.374174204,0.090345108,0.090345108,0.090345108,0.138533189,0.02870251,0.302863616,0.379702625,0.624010623
 01/04  17:00:00,1.184634036,3.908129774,0,3.192761229,0.08548769,0.08548769,0.08548769,0.232735722,0.048220224,0.353720743,0.449121658,0.684431335
 01/04  18:00:00,1.625434491,4.497354512,0,3.646251103,0.097630096,0.097630096,0.097630096,0.432223571,0.08955185,0.445069937,0.545611037,0.813519644
 01/04  19:00:00,1.905771569,4.476350834,0,3.503104677,0.093797283,0.093797283,0.093797283,0.642793999,0.133179675,0.398283704,0.592368908,0.932441531
 01/04  20:00:00,1.837584339,3.707001605,0,2.713288013,0.072649568,0.072649568,0.072649568,0.681583298,0.141216379,0.315345897,0.611441197,0.951595194
 01/04  21:00:00,1.698453962,3.378103308,0,2.45336255,0.065689941,0.065689941,0.065689941,0.587380696,0.121698665,0.275874928,0.632461732,0.881174386
 01/04  22:00:00,1.553452214,3.329092212,0,2.491337105,0.066706728,0.066706728,0.066706728,0.493178163,0.102180952,0.258342283,0.617696088,0.795205848
 01/04  23:00:00,1.27793421,3.457370426,0,2.762857806,0.073976823,0.073976823,0.073976823,0.371268979,0.076922748,0.205880856,0.534536804,0.657691689
 01/04  24:00:00,1.007789154,3.689484765,0,3.148557557,0.084304116,0.084304116,0.084304116,0.254901084,0.052812636,0.135920782,0.464502536,0.508930504
 01/05  01:00:00,0.743863052,4.014991884,0,3.637105276,0.097385212,0.097385212,0.097385212,0.132991831,0.027554418,0.086369242,0.38421435,0.35142046
 01/05  02:00:00,0.642904026,4.334055721,0,4.029996357,0.107905056,0.107905056,0.107905056,0.077578597,0.016073408,0.072238755,0.35376021,0.279691014
 01/05  03:00:00,0.606438451,4.572543784,0,4.288337824,0.114822271,0.114822271,0.114822271,0.055413276,0.011481007,0.059715255,0.349658642,0.26012014
 01/05  04:00:00,0.600584819,4.808310381,0,4.518865138,0.120994749,0.120994749,0.120994749,0.055413276,0.011481007,0.052611026,0.344736761,0.265698462
 01/05  05:00:00,0.602498361,5.02888253,0,4.683020515,0.125390087,0.125390087,0.125390087,0.055413276,0.011481007,0.063151709,0.331714284,0.323012272
 01/05  06:00:00,0.655202197,5.335189785,0,4.73612356,0.126811946,0.126811946,0.126811946,0.055413276,0.011481007,0.075981488,0.37016648,0.573567748
 01/05  07:00:00,0.850107713,5.681561982,0,4.610707172,0.123453863,0.123453863,0.123453863,0.127450542,0.026406311,0.129758031,0.427690967,1.041393828
 01/05  08:00:00,1.139188386,6.153365919,0,4.951459228,0.13257766,0.13257766,0.13257766,0.260442373,0.053960728,0.207405929,0.454453696,1.17060219
 01/05  09:00:00,1.088143653,5.602911456,0,4.439376341,0.118866399,0.118866399,0.118866399,0.249359726,0.051664529,0.268690649,0.38421435,1.137068967
 01/05  10:00:00,0.937630327,5.217260179,0,4.160318673,0.111394498,0.111394498,0.111394498,0.127450542,0.026406311,0.330033496,0.326997481,1.034416675
 01/05  11:00:00,0.9570985,5.980767616,0,5.045169593,0.135086799,0.135086799,0.135086799,0.105285248,0.021813913,0.34487662,0.33468792,0.912543445
 01/05  12:00:00,0.951392733,5.048168558,0,4.221601963,0.113035387,0.113035387,0.113035387,0.105285248,0.021813913,0.361119726,0.334790459,0.803504953
 01/05  13:00:00,0.926790043,4.601057349,0,3.859730382,0.103346104,0.103346104,0.103346104,0.105285248,0.021813913,0.351845974,0.329150804,0.718653806
 01/05  14:00:00,0.900891297,4.42868146,0,3.73714035,0.100063698,0.100063698,0.100063698,0.105285248,0.021813913,0.317847783,0.340532654,0.668083924
 01/05  15:00:00,0.901960804,4.395172664,0,3.752486317,0.100474594,0.100474594,0.100474594,0.110826537,0.022962019,0.292642171,0.359707483,0.617908326
 01/05  16:00:00,0.966720163,4.443807989,0,3.793405452,0.101570223,0.101570223,0.101570223,0.138533189,0.02870251,0.302863616,0.379702625,0.624247174
 01/05  17:00:00,1.199796069,4.474696371,0,3.75902695,0.100649722,0.100649722,0.100649722,0.232735722,0.048220224,0.353720743,0.449121658,0.684732211
 01/05  18:00:00,1.65301103,5.527588669,0,4.676169015,0.125206635,0.125206635,0.125206635,0.432223571,0.08955185,0.445069937,0.545611037,0.813835888
 01/05  19:00:00,1.910230818,4.643286179,0,3.669646993,0.098256532,0.098256532,0.098256532,0.642793999,0.133179675,0.398283704,0.592368908,0.93283456
 01/05  20:00:00,1.85571939,4.384916923,0,3.390588915,0.09078462,0.09078462,0.09078462,0.681583298,0.141216379,0.315345897,0.611441197,0.952209611
 01/05  21:00:00,1.725873507,4.402593311,0,3.477417107,0.093109486,0.093109486,0.093109486,0.587380696,0.121698665,0.275874928,0.632461732,0.881609831
 01/05  22:00:00,1.585719881,4.534524306,0,3.696457437,0.098974394,0.098974394,0.098974394,0.493178163,0.102180952,0.258342283,0.617696088,0.79551761
 01/05  23:00:00,1.313044533,4.768876799,0,4.074144573,0.109087146,0.109087146,0.109087146,0.371268979,0.076922748,0.205880856,0.534536804,0.657911296
 01/05  24:00:00,1.0446188,5.065195887,0,4.524056943,0.121133762,0.121133762,0.121133762,0.254901084,0.052812636,0.135920782,0.464502536,0.50914224
 01/06  01:00:00,0.781041778,5.403672592,0,5.025641968,0.134563938,0.134563938,0.134563938,0.132991831,0.027554418,0.086369242,0.38421435,0.351564476
 01/06  02:00:00,0.680043438,5.721245389,0,5.417064773,0.145044468,0.145044468,0.145044468,0.077578597,0.016073408,0.072238755,0.35376021,0.279812266
 01/06  03:00:00,0.644553411,5.996169581,0,5.711840628,0.152937231,0.152937231,0.152937231,0.055413276,0.011481007,0.059715255,0.349658642,0.260243135
 01/06  04:00:00,0.63902214,6.244075123,0,5.95440736,0.15943207,0.15943207,0.15943207,0.055413276,0.011481007,0.052611026,0.344736761,0.265920983
 01/06  05:00:00,0.63972937,6.419621898,0,6.073509822,0.162621095,0.162621095,0.162621095,0.055413276,0.011481007,0.063151709,0.331714284,0.323262333
 01/06  06:00:00,0.690806429,6.665276289,0,6.06585668,0.162416178,0.162416178,0.162416178,0.055413276,0.011481007,0.075981488,0.37016648,0.573921133
 01/06  07:00:00,0.883018492,6.911276191,0,5.839846238,0.156364642,0.156364642,0.156364642,0.127450542,0.026406311,0.129758031,0.427690967,1.04196897
 01/06  08:00:00,1.173096206,7.420358236,0,6.21783537,0.16648548,0.16648548,0.16648548,0.260442373,0.053960728,0.207405929,0.454453696,1.171218365
 01/06  09:00:00,1.119880596,6.788795925,0,5.624675409,0.150603341,0.150603341,0.150603341,0.249359726,0.051664529,0.268690649,0.38421435,1.137654368
 01/06  10:00:00,0.965768852,6.268640087,0,5.211225413,0.139533022,0.139533022,0.139533022,0.127450542,0.026406311,0.330033496,0.326997481,1.034889842
 01/06  11:00:00,0.983461517,6.965752248,0,6.029765353,0.161449816,0.161449816,0.161449816,0.105285248,0.021813913,0.34487662,0.33468792,0.912932316
 01/06  12:00:00,0.968442568,5.68538783,0,4.858372623,0.130085222,0.130085222,0.130085222,0.105285248,0.021813913,0.361119726,0.334790459,0.803953565
 01/06  13:00:00,0.933714436,4.859982178,0,4.118339939,0.110270497,0.110270497,0.110270497,0.105285248,0.021813913,0.351845974,0.329150804,0.718969079
 01/06  14:00:00,0.902690932,4.496191443,0,3.804352433,0.101863334,0.101863334,0.101863334,0.105285248,0.021813913,0.317847783,0.340532654,0.668381824
 01/06  15:00:00,0.901802496,4.389476673,0,3.74657386,0.100316285,0.100316285,0.100316285,0.110826537,0.022962019,0.292642171,0.359707483,0.618124792
 01/06  16:00:00,0.964516582,4.361713134,0,3.711106953,0.099366642,0.099366642,0.099366642,0.138533189,0.02870251,0.302863616,0.379702625,0.624450818
 01/06  17:00:00,1.196997001,4.370374732,0,3.654488459,0.097850655,0.097850655,0.097850655,0.232735722,0.048220224,0.353720743,0.449121658,0.684949064
 01/06  18:00:00,1.649978765,5.414640432,0,4.562921182,0.12217437,0.12217437,0.12217437,0.432223571,0.08955185,0.445069937,0.545611037,0.814135485
 01/06  19:00:00,1.906929953,4.520346192,0,3.546367542,0.094955666,0.094955666,0.094955666,0.642793999,0.133179675,0.398283704,0.592368908,0.933174024
 01/06  20:00:00,1.853196745,4.291049175,0,3.296374129,0.088261975,0.088261975,0.088261975,0.681583298,0.141216379,0.315345897,0.611441197,0.952556648
 01/06  21:00:00,1.724293589,4.343890991,0,3.418410924,0.091529567,0.091529567,0.091529567,0.587380696,0.121698665,0.275874928,0.632461732,0.881913695
 01/06  22:00:00,1.58630926,4.556825669,0,3.718469337,0.099563773,0.099563773,0.099563773,0.493178163,0.102180952,0.258342283,0.617696088,0.795807073
 01/06  23:00:00,1.313697298,4.793451394,0,4.098523782,0.109739911,0.109739911,0.109739911,0.371268979,0.076922748,0.205880856,0.534536804,0.658106682
 01/06  24:00:00,1.044166604,5.048440035,0,4.507168515,0.120681566,0.120681566,0.120681566,0.254901084,0.052812636,0.135920782,0.464502536,0.509274817
 01/07  01:00:00,0.784940404,5.317659237,0,4.925734967,0.131888881,0.131888881,0.131888881,0.132991831,0.027554418,0.092942925,0.38421435,0.365458123
 01/07  02:00:00,0.678509184,5.523857288,0,5.212352113,0.13956319,0.13956319,0.13956319,0.077578597,0.016073408,0.07618578,0.35376021,0.287136825
 01/07  03:00:00,0.637031608,5.623056287,0,5.333395722,0.14280419,0.14280419,0.14280419,0.055413276,0.011481007,0.062326493,0.349658642,0.265574746
 01/07  04:00:00,0.624186538,5.644722872,0,5.349338456,0.143231064,0.143231064,0.143231064,0.055413276,0.011481007,0.053976431,0.344736761,0.271637635
 01/07  05:00:00,0.621030936,5.633310916,0,5.275406666,0.141251506,0.141251506,0.141251506,0.055413276,0.011481007,0.065822864,0.331714284,0.335054507
 01/07  06:00:00,0.669673771,5.757162488,0,5.123600651,0.137186828,0.137186828,0.137186828,0.055413276,0.011481007,0.080078181,0.37016648,0.60806336
 01/07  07:00:00,0.878136627,6.410456507,0,5.260682693,0.140857264,0.140857264,0.140857264,0.127450542,0.026406311,0.140383543,0.427690967,1.120312832
 01/07  08:00:00,1.150724858,5.889868009,0,4.591992546,0.12295277,0.12295277,0.12295277,0.260442373,0.053960728,0.228567291,0.454453696,1.266570963
 01/07  09:00:00,1.118661978,5.631620241,0,4.367707152,0.116947422,0.116947422,0.116947422,0.249359726,0.051664529,0.30112795,0.38421435,1.237446941
 01/07  10:00:00,0.987253855,5.481223909,0,4.331836433,0.115986967,0.115986967,0.115986967,0.127450542,0.026406311,0.375064554,0.326997481,1.126862645
 01/07  11:00:00,1.009629844,6.120552109,0,5.105490255,0.136701914,0.136701914,0.136701914,0.105285248,0.021813913,0.395792849,0.33468792,0.992007275
 01/07  12:00:00,1.008177691,5.274719927,0,4.382054718,0.117331585,0.117331585,0.117331585,0.105285248,0.021813913,0.413608485,0.334790459,0.869603567
 01/07  13:00:00,0.982130456,4.93954343,0,4.140954419,0.110876011,0.110876011,0.110876011,0.105285248,0.021813913,0.39965648,0.329150804,0.77591585
 01/07  14:00:00,0.94753597,4.592521842,0,3.851298586,0.103120339,0.103120339,0.103120339,0.105285248,0.021813913,0.361435816,0.340532654,0.71776607
 01/07  15:00:00,0.937370562,4.301367059,0,3.613709524,0.09675878,0.09675878,0.09675878,0.110826537,0.022962019,0.331767743,0.359707483,0.662879514
 01/07  16:00:00,0.993837165,4.117241956,0,3.422096581,0.091628253,0.091628253,0.091628253,0.138533189,0.02870251,0.339922589,0.379702625,0.668990012
 01/07  17:00:00,1.221320283,3.991875573,0,3.221456416,0.086256017,0.086256017,0.086256017,0.232735722,0.048220224,0.389638663,0.449121658,0.739481948
 01/07  18:00:00,1.63704315,3.67674059,0,2.759496566,0.073886824,0.073886824,0.073886824,0.432223571,0.08955185,0.480421868,0.545611037,0.879660259
 01/07  19:00:00,1.926969326,4.072193227,0,3.013381895,0.080684724,0.080684724,0.080684724,0.642793999,0.133179675,0.43259402,0.592368908,1.018006707
 01/07  20:00:00,1.858229676,3.29469534,0,2.205382238,0.059050151,0.059050151,0.059050151,0.681583298,0.141216379,0.349590651,0.611441197,1.047194705
 01/07  21:00:00,1.721960927,3.045100723,0,2.029526668,0.054341535,0.054341535,0.054341535,0.587380696,0.121698665,0.310730298,0.632461732,0.972007683
 01/07  22:00:00,1.577210574,2.962916112,0,2.048823982,0.05485823,0.05485823,0.05485823,0.493178163,0.102180952,0.29394914,0.617696088,0.871542872
 01/07  23:00:00,1.292339459,2.998619984,0,2.244175534,0.06008886,0.06008886,0.06008886,0.371268979,0.076922748,0.234174068,0.534536804,0.717623519
 01/07  24:00:00,1.006168623,3.086147151,0,2.507845178,0.067148739,0.067148739,0.067148739,0.254901084,0.052812636,0.151455627,0.464502536,0.546305269
 01/08  01:00:00,0.728226022,3.199522164,0,2.80758816,0.075174499,0.075174499,0.075174499,0.132991831,0.027554418,0.092942925,0.38421435,0.365467857
 01/08  02:00:00,0.620548782,3.359119802,0,3.04766941,0.081602788,0.081602788,0.081602788,0.077578597,0.016073408,0.07618578,0.35376021,0.287082042
 01/08  03:00:00,0.580535729,3.512978516,0,3.223409439,0.086308311,0.086308311,0.086308311,0.055413276,0.011481007,0.062326493,0.349658642,0.265483258
 01/08  04:00:00,0.570803691,3.650879904,0,3.355616518,0.089848218,0.089848218,0.089848218,0.055413276,0.011481007,0.053976431,0.344736761,0.271516606
 01/08  05:00:00,0.573095649,3.842941847,0,3.485138089,0.093316219,0.093316219,0.093316219,0.055413276,0.011481007,0.065822864,0.331714284,0.334954015
 01/08  06:00:00,0.627532742,4.183314451,0,3.549733757,0.095045798,0.095045798,0.095045798,0.055413276,0.011481007,0.080078181,0.37016648,0.608082217
