,time,lmp_value,hour,day,month,summary,precipIntensity,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windBearing,cloudCover,visibility
1950,2016-03-25 14:00:00,28.99389,14,4,3,Clear,0.0,66.06,66.06,51.49,0.59,1014.47,19.3,311.0,0.04,8.92
1951,2016-03-25 15:00:00,18.71852,15,4,3,Clear,0.0,64.02,64.02,50.84,0.62,1013.56,21.46,302.0,0.04,8.57
1952,2016-03-25 16:00:00,11.68169,16,4,3,Breezy,0.0,63.95,63.95,51.52,0.64,1012.82,22.6,308.0,0.21,7.93
1953,2016-03-25 17:00:00,12.83228,17,4,3,Clear,0.0,62.12,62.12,51.3,0.68,1012.32,21.1,307.0,0.04,7.77
1954,2016-03-25 18:00:00,10.71034,18,4,3,Clear,0.0,60.81,60.81,51.12,0.7,1012.09,18.7,303.0,0.0,7.62
1955,2016-03-25 19:00:00,13.59393,19,4,3,Clear,0.0,58.29,58.29,50.62,0.76,1012.31,15.35,307.0,0.0,6.67
1956,2016-03-25 20:00:00,13.27011,20,4,3,Clear,0.0,56.46,56.46,51.3,0.83,1012.65,11.6,302.0,0.0,7.33
1957,2016-03-25 21:00:00,10.71547,21,4,3,Clear,0.0,55.55,55.55,51.06,0.85,1012.95,10.62,324.0,0.0,6.78
1958,2016-03-25 22:00:00,10.44727,22,4,3,Clear,0.0,53.98,53.98,49.87,0.86,1013.25,6.69,322.0,0.17,5.93
1959,2016-03-25 23:00:00,10.0364,23,4,3,Clear,0.0,53.89,53.89,50.79,0.89,1013.18,4.78,325.0,0.17,5.61
1960,2016-03-26 00:00:00,16.73445,0,5,3,Clear,0.0,53.07,53.07,50.25,0.9,1013.17,8.15,324.0,0.0,5.71
1961,2016-03-26 01:00:00,23.47051,1,5,3,Clear,0.0,52.92,52.92,50.1,0.9,1013.12,10.2,322.0,0.0,5.7
1962,2016-03-26 02:00:00,31.68966,2,5,3,Clear,0.0,52.14,52.14,49.69,0.91,1013.13,7.25,335.0,0.0,5.13
1963,2016-03-26 03:00:00,29.35809,3,5,3,Clear,0.0,51.35,51.35,48.59,0.9,1012.79,7.83,332.0,0.0,5.12
1964,2016-03-26 04:00:00,26.23909,4,5,3,Clear,0.0,51.13,51.13,49.29,0.93,1012.36,5.14,334.0,0.0,3.84
1965,2016-03-26 05:00:00,26.0945,5,5,3,Clear,0.0,50.43,50.43,48.15,0.92,1012.19,6.49,323.0,0.08,5.36
1966,2016-03-26 06:00:00,19.45933,6,5,3,Clear,0.0,51.17,51.17,48.57,0.91,1012.17,8.91,337.0,0.0,6.1
1967,2016-03-26 07:00:00,17.33562,7,5,3,Clear,0.0,50.11,50.11,48.5,0.94,1012.65,7.66,317.0,0.0,6.85
1968,2016-03-26 08:00:00,16.08921,8,5,3,Clear,0.0,54.03,54.03,50.24,0.87,1013.3,9.99,322.0,0.0,7.51
1969,2016-03-26 09:00:00,15.23992,9,5,3,Clear,0.0,58.97,58.97,50.77,0.74,1013.5,9.66,326.0,0.0,9.45
1970,2016-03-26 10:00:00,16.34825,10,5,3,Clear,0.0,63.57,63.57,50.19,0.62,1013.71,11.32,322.0,0.0,9.45
1971,2016-03-26 11:00:00,16.86429,11,5,3,Clear,0.0,67.82,67.82,49.4,0.52,1014.04,12.62,324.0,0.0,9.54
1972,2016-03-26 12:00:00,22.97032,12,5,3,Clear,0.0,68.61,68.61,50.11,0.52,1013.92,12.66,318.0,0.0,9.5
1973,2016-03-26 13:00:00,21.76822,13,5,3,Clear,0.0,70.86,70.86,48.18,0.45,1013.48,12.35,304.0,0.0,9.54
1974,2016-03-26 14:00:00,20.13559,14,5,3,Clear,0.0,69.14,69.14,50.64,0.52,1013.41,15.09,305.0,0.0,9.05
1975,2016-03-26 15:00:00,16.53855,15,5,3,Clear,0.0,68.01,68.01,51.22,0.55,1013.28,17.79,303.0,0.0,8.96
1976,2016-03-26 16:00:00,7.26341,16,5,3,Clear,0.0,64.88,64.88,51.81,0.63,1012.96,21.85,307.0,0.0,7.91
1977,2016-03-26 17:00:00,4.094,17,5,3,Clear,0.0,63.6,63.6,51.4,0.64,1012.97,17.67,306.0,0.0,7.86
1978,2016-03-26 18:00:00,2.40534,18,5,3,Clear,0.0,62.7,62.7,51.09,0.66,1013.31,13.18,306.0,0.0,8.34
1979,2016-03-26 19:00:00,2.51656,19,5,3,Clear,0.0,59.5,59.5,51.54,0.75,1013.66,9.88,302.0,0.0,8.22
1980,2016-03-26 20:00:00,3.09874,20,5,3,Clear,0.0,56.51,56.51,51.82,0.84,1014.11,8.78,304.0,0.0,8.26
1981,2016-03-26 21:00:00,4.25231,21,5,3,Clear,0.0,54.76,54.76,52.09,0.91,1014.95,8.46,319.0,0.04,8.08
1982,2016-03-26 22:00:00,7.5632,22,5,3,Clear,0.0,54.25,54.25,51.58,0.91,1015.49,6.05,322.0,0.21,8.09
1983,2016-03-26 23:00:00,10.6964,23,5,3,Clear,0.0,52.92,52.92,50.83,0.93,1015.74,4.64,337.0,0.23,6.28
1984,2016-03-27 00:00:00,16.63138,0,6,3,Clear,0.0,52.36,52.36,50.24,0.92,1015.95,9.41,337.0,0.1,6.76
1985,2016-03-27 01:00:00,26.57779,1,6,3,Clear,0.0,51.88,51.88,50.02,0.93,1016.02,5.86,335.0,0.0,4.38
1986,2016-03-27 02:00:00,36.18437,2,6,3,Clear,0.0,51.92,51.92,50.32,0.94,1016.15,7.11,340.0,0.0,2.16
1987,2016-03-27 03:00:00,32.75159,3,6,3,Foggy,0.0,51.34,51.34,50.15,0.96,1015.97,5.07,350.0,0.0,1.87
1988,2016-03-27 04:00:00,26.75557,4,6,3,Foggy,0.0,50.64,50.64,49.49,0.96,1015.92,7.71,341.0,0.0,1.98
1989,2016-03-27 05:00:00,26.29791,5,6,3,Partly Cloudy,0.0,50.11,50.11,48.73,0.95,1016.13,5.3,335.0,0.31,2.02
1990,2016-03-27 06:00:00,21.86506,6,6,3,Partly Cloudy,0.0,50.86,50.86,49.81,0.96,1016.36,6.71,334.0,0.31,2.07
1991,2016-03-27 07:00:00,20.03376,7,6,3,Clear,0.0,50.18,50.18,49.61,0.98,1016.77,3.46,334.0,,2.01
1992,2016-03-27 08:00:00,17.90851,8,6,3,Clear,0.0,51.55,51.55,50.27,0.95,1017.59,1.95,12.0,,2.27
1993,2016-03-27 09:00:00,17.13538,9,6,3,Clear,0.0,54.21,54.21,52.55,0.94,1018.18,1.59,21.0,0.0,8.72
1994,2016-03-27 10:00:00,15.02605,10,6,3,Partly Cloudy,0.0,56.26,56.26,52.4,0.87,1018.46,4.88,332.0,0.27,9.72
1995,2016-03-27 11:00:00,14.62384,11,6,3,Clear,0.0,60.83,60.83,51.73,0.72,1018.59,5.49,296.0,0.23,9.92
1996,2016-03-27 12:00:00,16.85053,12,6,3,Clear,0.0,63.73,63.73,51.7,0.65,1018.38,8.04,302.0,0.23,8.83
1997,2016-03-27 13:00:00,17.77924,13,6,3,Clear,0.0,64.51,64.51,52.77,0.66,1018.04,11.55,313.0,0.21,9.96
1998,2016-03-27 14:00:00,15.91982,14,6,3,Clear,0.0,64.11,64.11,52.03,0.65,1017.53,16.93,308.0,0.21,9.83
1999,2016-03-27 15:00:00,9.57018,15,6,3,Partly Cloudy,0.0,62.98,62.98,52.06,0.68,1017.05,18.76,307.0,0.25,9.88
2000,2016-03-27 16:00:00,2.26884,16,6,3,Clear,0.0,62.31,62.31,51.11,0.67,1016.75,18.39,305.0,0.05,9.83
2001,2016-03-27 17:00:00,-0.56181,17,6,3,Clear,0.0,60.89,60.89,50.84,0.69,1016.54,18.93,298.0,0.22,9.73
2002,2016-03-27 18:00:00,-0.82499,18,6,3,Clear,0.0,58.88,58.88,50.09,0.73,1016.46,16.15,307.0,0.08,9.77
2003,2016-03-27 19:00:00,-0.81245,19,6,3,Clear,0.0,55.46,55.46,49.09,0.79,1016.64,16.34,299.0,0.03,9.51
2004,2016-03-27 20:00:00,-0.87255,20,6,3,Clear,0.0,53.87,53.87,49.25,0.84,1016.86,13.49,306.0,0.03,9.51
2005,2016-03-27 21:00:00,-0.78176,21,6,3,Clear,0.0,53.12,53.12,49.09,0.86,1017.05,12.12,306.0,0.03,8.8
2006,2016-03-27 22:00:00,-0.86874,22,6,3,Clear,0.0,52.32,52.32,48.41,0.86,1017.28,9.19,299.0,0.23,8.06
2007,2016-03-27 23:00:00,1.76755,23,6,3,Mostly Cloudy,0.0,51.43,51.43,48.14,0.88,1017.16,7.66,309.0,0.63,8.02
2008,2016-03-28 00:00:00,12.40302,0,0,3,Clear,0.0,51.16,51.16,48.69,0.91,1016.9,6.53,309.0,0.11,7.88
2009,2016-03-28 01:00:00,22.66806,1,0,3,Clear,0.0,50.57,50.57,47.2,0.88,1016.42,5.4,314.0,0.16,8.0
2010,2016-03-28 02:00:00,31.27437,2,0,3,Clear,0.0,49.7,46.54,46.28,0.88,1016.02,7.64,295.0,0.18,7.0
2011,2016-03-28 03:00:00,28.5334,3,0,3,Clear,0.0,49.56,47.18,47.08,0.91,1015.95,5.92,332.0,0.17,7.46
2012,2016-03-28 04:00:00,25.12761,4,0,3,Clear,0.0,50.44,50.44,47.73,0.9,1015.6,6.24,320.0,0.0,8.64
2013,2016-03-28 05:00:00,21.39969,5,0,3,Mostly Cloudy,0.0,50.84,50.84,47.01,0.87,1014.94,9.68,302.0,0.93,8.32
2014,2016-03-28 06:00:00,16.30862,6,0,3,Clear,0.0,51.03,51.03,46.91,0.86,1014.79,8.27,312.0,0.22,8.29
2015,2016-03-28 07:00:00,11.44857,7,0,3,Partly Cloudy,0.0,50.25,50.25,46.4,0.87,1015.27,8.88,320.0,0.26,8.72
2016,2016-03-28 08:00:00,10.85845,8,0,3,Clear,0.0,51.32,51.32,45.57,0.81,1015.34,8.72,301.0,0.16,7.87
2017,2016-03-28 09:00:00,9.62253,9,0,3,Clear,0.0,53.07,53.07,45.25,0.75,1015.2,11.3,326.0,0.24,8.1
2018,2016-03-28 10:00:00,9.61804,10,0,3,Breezy and Partly Cloudy,0.0,54.59,54.59,43.1,0.65,1015.21,16.95,306.0,0.29,9.41
2019,2016-03-28 11:00:00,10.42796,11,0,3,Breezy and Partly Cloudy,0.0,55.45,55.45,40.94,0.58,1015.15,20.1,312.0,0.3,9.9
2020,2016-03-28 12:00:00,16.48286,12,0,3,Breezy,0.0,57.06,57.06,39.69,0.52,1014.83,22.18,306.0,0.22,9.9
2021,2016-03-28 13:00:00,25.88576,13,0,3,Breezy and Partly Cloudy,0.0,58.21,58.21,39.69,0.5,1014.53,24.97,313.0,0.27,9.9
2022,2016-03-28 14:00:00,28.6825,14,0,3,Windy and Partly Cloudy,0.0,58.45,58.45,40.18,0.51,1014.08,27.93,313.0,0.29,9.33
2023,2016-03-28 15:00:00,15.38116,15,0,3,Breezy and Partly Cloudy,0.0,57.47,57.47,40.14,0.52,1013.45,24.73,312.0,0.29,10.0
2024,2016-03-28 16:00:00,8.76034,16,0,3,Windy and Partly Cloudy,0.0,57.28,57.28,38.75,0.5,1012.84,26.82,311.0,0.25,10.0
2025,2016-03-28 17:00:00,5.65851,17,0,3,Breezy and Partly Cloudy,0.0,56.32,56.32,39.84,0.54,1012.79,24.11,314.0,0.28,10.0
2026,2016-03-28 18:00:00,4.61659,18,0,3,Breezy and Partly Cloudy,0.0,54.77,54.77,39.81,0.57,1012.53,24.9,311.0,0.27,9.45
2027,2016-03-28 19:00:00,4.86645,19,0,3,Breezy,0.0,52.67,52.67,40.6,0.63,1012.63,22.93,313.0,0.24,10.0
2028,2016-03-28 20:00:00,4.72007,20,0,3,Breezy,0.0,51.25,51.25,41.51,0.69,1012.76,19.28,315.0,0.04,10.0
2029,2016-03-28 21:00:00,4.84932,21,0,3,Clear,0.0,50.17,50.17,41.25,0.71,1013.31,13.34,320.0,0.04,9.45
2030,2016-03-28 22:00:00,4.85783,22,0,3,Clear,0.0,49.09,44.16,41.51,0.75,1013.76,12.37,311.0,0.0,9.45
2031,2016-03-28 23:00:00,7.7514,23,0,3,Clear,0.0,46.99,42.5,40.76,0.79,1013.92,9.46,308.0,0.0,9.26
2032,2016-03-29 00:00:00,13.50045,0,1,3,Clear,0.0,46.94,44.3,41.85,0.82,1013.92,5.53,329.0,0.0,8.77
2033,2016-03-29 01:00:00,26.12969,1,1,3,Clear,0.0,45.55,41.55,41.59,0.86,1013.94,7.57,331.0,0.19,8.77
2034,2016-03-29 02:00:00,32.81308,2,1,3,Clear,0.0,43.4,43.4,39.75,0.87,1014.15,1.78,18.0,0.07,8.16
2035,2016-03-29 03:00:00,37.35345,3,1,3,Clear,0.0,43.34,42.11,40.98,0.91,1013.75,3.03,68.0,0.0,7.68
2036,2016-03-29 04:00:00,27.88892,4,1,3,Clear,0.0,44.91,44.91,41.87,0.89,1013.46,1.26,13.0,0.14,8.62
2037,2016-03-29 05:00:00,24.79377,5,1,3,Mostly Cloudy,0.0,44.42,43.07,40.87,0.87,1013.41,3.29,7.0,0.72,9.11
2038,2016-03-29 06:00:00,17.12095,6,1,3,Clear,0.0,44.94,43.47,41.54,0.88,1013.66,3.49,350.0,0.0,9.31
2039,2016-03-29 07:00:00,15.76402,7,1,3,Clear,0.0,45.61,45.61,42.25,0.88,1013.94,1.61,46.0,0.16,9.31
2040,2016-03-29 08:00:00,14.41865,8,1,3,Clear,0.0,47.97,47.97,43.52,0.84,1014.09,0.32,318.0,0.14,8.94
2041,2016-03-29 09:00:00,11.86342,9,1,3,Clear,0.0,51.07,51.07,43.4,0.75,1014.35,5.85,345.0,0.0,8.96
2042,2016-03-29 10:00:00,11.6379,10,1,3,Clear,0.0,53.51,53.51,43.94,0.7,1014.69,8.16,314.0,0.19,9.65
2043,2016-03-29 11:00:00,14.96138,11,1,3,Mostly Cloudy,0.0,55.04,55.04,43.9,0.66,1014.73,5.92,302.0,0.74,9.9
2044,2016-03-29 12:00:00,20.12773,12,1,3,Clear,0.0,57.85,57.85,42.55,0.57,1014.64,7.94,299.0,0.23,10.0
2045,2016-03-29 13:00:00,27.57134,13,1,3,Clear,0.0,58.9,58.9,42.52,0.54,1014.27,11.97,295.0,0.23,10.0
2046,2016-03-29 14:00:00,31.17279,14,1,3,Partly Cloudy,0.0,58.7,58.7,42.33,0.54,1013.77,10.42,286.0,0.31,10.0
2047,2016-03-29 15:00:00,16.60839,15,1,3,Clear,0.0,59.06,59.06,43.15,0.56,1013.25,12.75,293.0,0.15,10.0
2048,2016-03-29 16:00:00,5.41731,16,1,3,Clear,0.0,59.09,59.09,42.09,0.53,1012.99,13.03,289.0,0.24,10.0
2049,2016-03-29 17:00:00,2.66903,17,1,3,Partly Cloudy,0.0,58.05,58.05,43.55,0.58,1012.69,12.02,295.0,0.59,10.0
2050,2016-03-29 18:00:00,1.32122,18,1,3,Clear,0.0,57.01,57.01,43.28,0.6,1012.83,12.38,292.0,0.1,10.0
2051,2016-03-29 19:00:00,1.44591,19,1,3,Clear,0.0,54.51,54.51,44.2,0.68,1013.22,8.78,295.0,0.2,9.77
2052,2016-03-29 20:00:00,0.73343,20,1,3,Clear,0.0,51.98,51.98,44.36,0.75,1013.5,5.45,307.0,0.0,10.0
2053,2016-03-29 21:00:00,1.2876,21,1,3,Clear,0.0,50.52,50.52,44.15,0.79,1013.79,2.84,342.0,0.0,10.0
2054,2016-03-29 22:00:00,0.69932,22,1,3,Clear,0.0,47.83,47.83,42.99,0.83,1013.99,0.5,205.0,0.0,10.0
2055,2016-03-29 23:00:00,3.11255,23,1,3,Partly Cloudy,0.0,46.89,46.89,42.23,0.84,1013.92,1.62,146.0,0.54,10.0
2056,2016-03-30 00:00:00,10.30287,0,2,3,Clear,0.0,45.87,45.87,41.52,0.85,1013.94,2.06,60.0,0.0,10.0
2057,2016-03-30 01:00:00,25.55099,1,2,3,Clear,0.0,44.94,43.63,41.15,0.86,1014.01,3.32,17.0,0.0,10.0
2058,2016-03-30 02:00:00,33.12762,2,2,3,Clear,0.0,44.08,44.08,40.41,0.87,1014.24,2.6,90.0,0.0,10.0
2059,2016-03-30 03:00:00,35.89352,3,2,3,Clear,0.0,43.45,42.02,40.13,0.88,1014.33,3.23,59.0,0.0,10.0
2060,2016-03-30 04:00:00,27.30514,4,2,3,Clear,0.0,41.89,41.89,39.22,0.9,1014.33,1.73,67.0,0.17,10.0
2061,2016-03-30 05:00:00,25.58523,5,2,3,Clear,0.0,42.06,39.89,38.7,0.88,1014.37,3.78,61.0,0.0,10.0
2062,2016-03-30 06:00:00,18.44659,6,2,3,Clear,0.0,40.88,38.23,38.38,0.91,1014.89,4.12,77.0,0.0,10.0
2063,2016-03-30 07:00:00,17.3875,7,2,3,Clear,0.0,40.02,36.86,37.91,0.92,1015.25,4.54,69.0,0.04,10.0
2064,2016-03-30 08:00:00,15.93386,8,2,3,Clear,0.0,44.05,41.77,42.12,0.93,1015.93,4.28,55.0,0.04,9.51
2065,2016-03-30 09:00:00,15.91716,9,2,3,Clear,0.0,49.03,49.03,43.03,0.8,1016.53,2.72,73.0,0.04,10.0
2066,2016-03-30 10:00:00,14.95206,10,2,3,Clear,0.0,53.85,53.85,40.48,0.6,1016.95,0.86,34.0,0.05,10.0
2067,2016-03-30 11:00:00,17.0571,11,2,3,Clear,0.0,56.94,56.94,39.32,0.52,1016.77,1.69,336.0,0.04,10.0
2068,2016-03-30 12:00:00,22.19655,12,2,3,Clear,0.0,60.45,60.45,40.08,0.47,1016.5,4.39,262.0,0.06,10.0
2069,2016-03-30 13:00:00,29.85083,13,2,3,Partly Cloudy,0.0,62.03,62.03,40.64,0.45,1015.89,11.73,288.0,0.25,10.0
2070,2016-03-30 14:00:00,31.91152,14,2,3,Clear,0.0,61.88,61.88,42.78,0.5,1015.65,14.99,291.0,0.07,10.0
2071,2016-03-30 15:00:00,21.1393,15,2,3,Clear,0.0,61.99,61.99,43.07,0.5,1015.3,15.36,304.0,0.05,10.0
2072,2016-03-30 16:00:00,17.68227,16,2,3,Clear,0.0,60.72,60.72,44.75,0.56,1015.15,17.51,298.0,0.06,10.0
2073,2016-03-30 17:00:00,16.68302,17,2,3,Partly Cloudy,0.0,60.41,60.41,44.13,0.55,1015.44,18.43,299.0,0.28,10.0
2074,2016-03-30 18:00:00,15.89323,18,2,3,Partly Cloudy,0.0,58.13,58.13,45.81,0.64,1015.91,14.92,297.0,0.25,10.0
2075,2016-03-30 19:00:00,16.26602,19,2,3,Clear,0.0,55.45,55.45,46.77,0.73,1016.35,11.61,300.0,0.04,10.0
2076,2016-03-30 20:00:00,16.73414,20,2,3,Clear,0.0,52.63,52.63,47.59,0.83,1016.94,8.32,302.0,0.0,9.51
2077,2016-03-30 21:00:00,16.77649,21,2,3,Clear,0.0,50.99,50.99,47.58,0.88,1017.63,5.42,306.0,0.07,8.92
2078,2016-03-30 22:00:00,15.98646,22,2,3,Clear,0.0,50.3,50.3,47.56,0.9,1018.24,6.76,330.0,0.0,8.92
2079,2016-03-30 23:00:00,16.62188,23,2,3,Clear,0.0,49.72,47.57,46.68,0.89,1018.73,5.56,336.0,0.0,8.64
2080,2016-03-31 00:00:00,18.59982,0,3,3,Clear,0.0,47.98,47.98,45.84,0.92,1018.94,2.93,318.0,0.03,8.14
2081,2016-03-31 01:00:00,26.65623,1,3,3,Clear,0.0,46.5,46.5,43.62,0.9,1019.2,1.08,356.0,0.0,9.41
2082,2016-03-31 02:00:00,33.93591,2,3,3,Clear,0.0,45.97,45.97,43.59,0.91,1019.47,1.3,282.0,0.0,10.0
2083,2016-03-31 03:00:00,39.70417,3,3,3,Clear,0.0,45.31,42.71,42.74,0.91,1019.48,5.0,350.0,0.04,10.0
2084,2016-03-31 04:00:00,28.96106,4,3,3,Clear,0.0,44.09,44.09,41.67,0.91,1019.25,1.81,341.0,0.24,10.0
2085,2016-03-31 05:00:00,25.31986,5,3,3,Clear,0.0,44.19,41.75,42.14,0.92,1019.1,4.51,26.0,0.23,10.0
2086,2016-03-31 06:00:00,19.74107,6,3,3,Clear,0.0,43.61,43.61,41.08,0.91,1019.08,2.69,39.0,0.04,8.85
2087,2016-03-31 07:00:00,18.63848,7,3,3,Clear,0.0,43.14,41.72,41.47,0.94,1019.04,3.19,17.0,0.04,5.77
2088,2016-03-31 08:00:00,17.8135,8,3,3,Clear,0.0,46.76,44.98,45.39,0.95,1019.49,4.19,24.0,0.0,7.96
2089,2016-03-31 09:00:00,18.73488,9,3,3,Clear,0.0,51.76,51.76,45.89,0.8,1019.53,1.91,30.0,0.03,10.0
2090,2016-03-31 10:00:00,18.72879,10,3,3,Clear,0.0,56.64,56.64,42.88,0.6,1019.52,3.18,331.0,0.01,10.0
2091,2016-03-31 11:00:00,18.0956,11,3,3,Clear,0.0,60.6,60.6,43.27,0.53,1019.6,6.42,326.0,0.04,10.0
2092,2016-03-31 12:00:00,21.8858,12,3,3,Clear,0.0,63.15,63.15,45.7,0.53,1019.45,8.42,306.0,0.04,10.0
2093,2016-03-31 13:00:00,27.94129,13,3,3,Clear,0.0,64.93,64.93,46.51,0.51,1019.31,13.94,299.0,0.04,10.0
2094,2016-03-31 14:00:00,30.78714,14,3,3,Clear,0.0,64.03,64.03,46.91,0.54,1019.04,19.28,297.0,0.04,10.0
2095,2016-03-31 15:00:00,20.1049,15,3,3,Clear,0.0,64.05,64.05,47.29,0.54,1018.98,16.97,297.0,0.04,10.0
2096,2016-03-31 16:00:00,13.38518,16,3,3,Clear,0.0,62.09,62.09,47.03,0.58,1018.67,18.73,292.0,0.21,9.77
2097,2016-03-31 17:00:00,10.85496,17,3,3,Partly Cloudy,0.0,60.1,60.1,48.9,0.66,1018.73,18.72,303.0,0.53,9.77
2098,2016-03-31 18:00:00,9.47849,18,3,3,Partly Cloudy,0.0,58.47,58.47,49.03,0.71,1018.85,18.08,301.0,0.27,9.77
2099,2016-03-31 19:00:00,8.71457,19,3,3,Partly Cloudy,0.0,56.18,56.18,48.71,0.76,1019.19,17.34,306.0,0.29,9.77
2100,2016-03-31 20:00:00,7.92677,20,3,3,Partly Cloudy,0.0,54.35,54.35,49.01,0.82,1019.43,11.81,318.0,0.29,9.9
2101,2016-03-31 21:00:00,8.4245,21,3,3,Clear,0.0,54.09,54.09,49.68,0.85,1019.95,10.3,324.0,0.0,9.9
2102,2016-03-31 22:00:00,8.53222,22,3,3,Partly Cloudy,0.0,52.4,52.4,48.32,0.86,1020.19,7.83,338.0,0.28,9.9
2103,2016-03-31 23:00:00,11.90058,23,3,3,Clear,0.0,51.43,51.43,47.74,0.87,1020.11,5.94,332.0,0.04,9.77
2104,2016-04-01 00:00:00,14.18686,0,4,4,Clear,0.0,49.94,47.13,47.46,0.91,1019.92,6.95,328.0,0.02,9.65
2105,2016-04-01 01:00:00,23.30449,1,4,4,Clear,0.0,49.09,47.47,46.36,0.9,1019.89,4.49,297.0,0.0,9.08
2106,2016-04-01 02:00:00,30.20134,2,4,4,Clear,0.0,48.66,45.63,45.93,0.9,1019.82,6.88,350.0,0.09,9.31
2107,2016-04-01 03:00:00,32.69331,3,4,4,Clear,0.0,46.91,46.91,44.84,0.92,1019.71,0.76,14.0,0.21,9.17
2108,2016-04-01 04:00:00,26.94545,4,4,4,Clear,0.0,46.64,46.64,44.89,0.94,1019.5,0.45,202.0,0.05,8.78
2109,2016-04-01 05:00:00,25.43625,5,4,4,Clear,0.0,47.89,45.45,45.22,0.9,1019.62,5.47,327.0,0.03,8.92
2110,2016-04-01 06:00:00,19.94046,6,4,4,Clear,0.0,48.94,48.18,46.39,0.91,1019.98,3.34,359.0,0.24,9.68
2111,2016-04-01 07:00:00,17.82878,7,4,4,Clear,0.0,49.16,48.42,46.51,0.91,1020.5,3.35,15.0,0.0,5.11
2112,2016-04-01 08:00:00,16.38631,8,4,4,Clear,0.0,52.01,52.01,49.85,0.92,1021.05,6.84,337.0,0.12,4.5
2113,2016-04-01 09:00:00,15.68705,9,4,4,Partly Cloudy,0.0,54.51,54.51,50.35,0.86,1021.25,7.68,319.0,0.27,7.37
2114,2016-04-01 10:00:00,17.44954,10,4,4,Clear,0.0,58.31,58.31,49.28,0.72,1021.55,8.62,318.0,0.07,9.65
2115,2016-04-01 11:00:00,18.7721,11,4,4,Clear,0.0,60.4,60.4,48.04,0.64,1021.59,7.73,318.0,0.04,10.0
2116,2016-04-01 12:00:00,25.42003,12,4,4,Clear,0.0,63.65,63.65,48.38,0.58,1021.3,9.66,292.0,0.04,10.0
2117,2016-04-01 13:00:00,29.92682,13,4,4,Clear,0.0,64.71,64.71,49.15,0.57,1020.74,13.43,298.0,0.04,10.0
2118,2016-04-01 14:00:00,31.35352,14,4,4,Clear,0.0,64.91,64.91,49.2,0.57,1020.44,11.06,302.0,0.04,10.0
2119,2016-04-01 15:00:00,22.36223,15,4,4,Clear,0.0,65.8,65.8,48.92,0.54,1020.08,13.07,298.0,0.04,10.0
2120,2016-04-01 16:00:00,18.02628,16,4,4,Clear,0.0,64.16,64.16,48.76,0.57,1019.93,14.8,305.0,0.21,10.0
2121,2016-04-01 17:00:00,17.5483,17,4,4,Clear,0.0,63.45,63.45,48.5,0.58,1019.9,13.37,303.0,0.21,10.0
2122,2016-04-01 18:00:00,17.51728,18,4,4,Clear,0.0,60.99,60.99,48.66,0.64,1020.02,12.52,294.0,0.0,10.0
2123,2016-04-01 19:00:00,17.49566,19,4,4,Clear,0.0,57.27,57.27,49.56,0.75,1020.17,10.11,300.0,0.0,9.86
2124,2016-04-01 20:00:00,16.02324,20,4,4,Clear,0.0,54.18,54.18,49.87,0.85,1020.24,5.79,323.0,0.0,9.96
2125,2016-04-01 21:00:00,16.07338,21,4,4,Clear,0.0,53.09,53.09,49.28,0.87,1020.97,4.0,332.0,0.0,9.92
2126,2016-04-01 22:00:00,16.13061,22,4,4,Clear,0.0,51.57,51.57,48.33,0.89,1021.45,2.19,308.0,0.03,9.6
2127,2016-04-01 23:00:00,17.73116,23,4,4,Clear,0.0,50.61,50.61,47.55,0.89,1021.72,7.57,329.0,0.0,9.66
2128,2016-04-02 00:00:00,20.01305,0,5,4,Clear,0.0,50.4,50.4,47.49,0.9,1021.65,6.87,332.0,0.07,9.4
2129,2016-04-02 01:00:00,26.54525,1,5,4,Clear,0.0,49.05,46.63,46.14,0.9,1021.79,5.82,342.0,0.04,9.1
2130,2016-04-02 02:00:00,32.7733,2,5,4,Clear,0.0,48.79,46.1,46.85,0.93,1021.72,6.23,346.0,0.24,9.02
2131,2016-04-02 03:00:00,34.33168,3,5,4,Clear,0.0,49.95,49.95,47.39,0.91,1021.63,2.19,322.0,0.0,9.15
2132,2016-04-02 04:00:00,29.64191,4,5,4,Clear,0.0,50.24,50.24,47.69,0.91,1021.46,2.94,65.0,0.07,7.54
2133,2016-04-02 05:00:00,27.5207,5,5,4,Partly Cloudy,0.0,49.62,48.7,47.87,0.94,1021.14,3.64,105.0,0.31,5.0
2134,2016-04-02 06:00:00,22.41767,6,5,4,Partly Cloudy,0.0,49.62,49.62,48.57,0.96,1021.16,1.19,44.0,0.31,3.08
2135,2016-04-02 07:00:00,21.1192,7,5,4,Partly Cloudy,0.0,49.76,49.76,47.94,0.93,1021.68,1.84,130.0,0.31,2.06
2136,2016-04-02 08:00:00,19.93005,8,5,4,Clear,0.0,50.22,50.22,48.96,0.95,1022.31,1.87,220.0,,2.7
2137,2016-04-02 09:00:00,18.44111,9,5,4,Clear,0.0,50.79,50.79,49.16,0.94,1022.89,3.2,257.0,0.0,3.22
2138,2016-04-02 10:00:00,19.9043,10,5,4,Partly Cloudy,0.0,53.13,53.13,50.42,0.9,1023.09,2.14,301.0,0.31,5.43
2139,2016-04-02 11:00:00,21.16332,11,5,4,Partly Cloudy,0.0,57.51,57.51,50.35,0.77,1022.87,1.04,243.0,0.26,10.0
