,PLN,SOC,TEMP,Time,Discharge Capacity,Elap_time,Cap
531,119.0,50.0,-40.0,3W,1.5518683780000002,105.0,0.984919363766778
532,120.0,50.0,-40.0,3W,1.558346159,105.0,0.9865174355974519
533,121.0,50.0,-40.0,3W,1.583487686,105.0,0.9845292602000474
534,122.0,50.0,-40.0,3W,1.5636564469999998,105.0,0.986786288072426
535,127.0,100.0,-40.0,3W,1.546277855,105.0,0.9933872041921451
536,128.0,100.0,-40.0,3W,1.56827483,105.0,0.985952988449059
537,129.0,100.0,-40.0,3W,1.5402563530000002,105.0,0.9901287300741897
538,130.0,100.0,-40.0,3W,1.5507613130000002,105.0,0.9865548830291228
539,119.0,50.0,-40.0,3W,1.5518683780000002,126.0,0.9840210877883369
540,120.0,50.0,-40.0,3W,1.558346159,126.0,0.9844492185857853
541,121.0,50.0,-40.0,3W,1.583487686,126.0,0.9839493637105423
542,122.0,50.0,-40.0,3W,1.5636564469999998,126.0,0.9855896526692075
543,127.0,100.0,-40.0,3W,1.546277855,126.0,0.9914397185745714
544,128.0,100.0,-40.0,3W,1.56827483,126.0,0.981859074333917
545,129.0,100.0,-40.0,3W,1.5402563530000002,126.0,0.9865914372965712
546,130.0,100.0,-40.0,3W,1.5507613130000002,126.0,0.9830040385772474
547,119.0,50.0,-40.0,3W,1.5518683780000002,147.0,0.9853357004206595
548,120.0,50.0,-40.0,3W,1.558346159,147.0,0.9847324204582353
549,121.0,50.0,-40.0,3W,1.583487686,147.0,0.9836827185229756
550,122.0,50.0,-40.0,3W,1.5636564469999998,147.0,0.9856731134232743
551,127.0,100.0,-40.0,3W,1.546277855,147.0,0.990327385377203
552,128.0,100.0,-40.0,3W,1.56827483,147.0,0.982062705753725
553,129.0,100.0,-40.0,3W,1.5402563530000002,147.0,0.9865208475131041
554,130.0,100.0,-40.0,3W,1.5507613130000002,147.0,0.9824285354046157
